Wire:1, Value:1, Discovered faults:{'1_s-a-0'} 
Wire:13, Value:0, Discovered faults:{'13_s-a-1'} 
Wire:20, Value:0, Discovered faults:{'20_s-a-1'} 
Wire:33, Value:1, Discovered faults:{'33_s-a-0'} 
Wire:41, Value:0, Discovered faults:{'41_s-a-1'} 
Wire:45, Value:0, Discovered faults:{'45_s-a-1'} 
Wire:50, Value:0, Discovered faults:{'50_s-a-1'} 
Wire:58, Value:1, Discovered faults:{'58_s-a-0'} 
Wire:68, Value:0, Discovered faults:{'68_s-a-1'} 
Wire:77, Value:0, Discovered faults:{'77_s-a-1'} 
Wire:87, Value:1, Discovered faults:{'87_s-a-0'} 
Wire:97, Value:0, Discovered faults:{'97_s-a-1'} 
Wire:107, Value:0, Discovered faults:{'107_s-a-1'} 
Wire:116, Value:1, Discovered faults:{'116_s-a-0'} 
Wire:124, Value:1, Discovered faults:{'124_s-a-0'} 
Wire:125, Value:0, Discovered faults:{'125_s-a-1'} 
Wire:128, Value:1, Discovered faults:{'128_s-a-0'} 
Wire:132, Value:0, Discovered faults:{'132_s-a-1'} 
Wire:137, Value:1, Discovered faults:{'137_s-a-0'} 
Wire:143, Value:0, Discovered faults:{'143_s-a-1'} 
Wire:150, Value:1, Discovered faults:{'150_s-a-0'} 
Wire:159, Value:1, Discovered faults:{'159_s-a-0'} 
Wire:169, Value:1, Discovered faults:{'169_s-a-0'} 
Wire:179, Value:1, Discovered faults:{'179_s-a-0'} 
Wire:190, Value:0, Discovered faults:{'190_s-a-1'} 
Wire:200, Value:1, Discovered faults:{'200_s-a-0'} 
Wire:213, Value:0, Discovered faults:{'213_s-a-1'} 
Wire:222, Value:1, Discovered faults:{'222_s-a-0'} 
Wire:223, Value:0, Discovered faults:{'223_s-a-1'} 
Wire:226, Value:0, Discovered faults:{'226_s-a-1'} 
Wire:232, Value:1, Discovered faults:{'232_s-a-0'} 
Wire:238, Value:1, Discovered faults:{'238_s-a-0'} 
Wire:244, Value:1, Discovered faults:{'244_s-a-0'} 
Wire:250, Value:0, Discovered faults:{'250_s-a-1'} 
Wire:257, Value:0, Discovered faults:{'257_s-a-1'} 
Wire:264, Value:1, Discovered faults:{'264_s-a-0'} 
Wire:270, Value:1, Discovered faults:{'270_s-a-0'} 
Wire:274, Value:0, Discovered faults:{'274_s-a-1'} 
Wire:283, Value:1, Discovered faults:{'283_s-a-0'} 
Wire:294, Value:0, Discovered faults:{'294_s-a-1'} 
Wire:303, Value:0, Discovered faults:{'303_s-a-1'} 
Wire:311, Value:1, Discovered faults:{'311_s-a-0'} 
Wire:317, Value:0, Discovered faults:{'317_s-a-1'} 
Wire:322, Value:0, Discovered faults:{'322_s-a-1'} 
Wire:326, Value:1, Discovered faults:{'326_s-a-0'} 
Wire:329, Value:0, Discovered faults:{'329_s-a-1'} 
Wire:330, Value:0, Discovered faults:{'330_s-a-1'} 
Wire:343, Value:0, Discovered faults:{'343_s-a-1'} 
Wire:349, Value:0, Discovered faults:{'349_s-a-1'} 
Wire:350, Value:0, Discovered faults:{'350_s-a-1'} 
Wire:2578_3, Value:0, Discovered faults:{'2578_3_s-a-1', '1353_s-a-0', '892_2_s-a-1', '20_5_s-a-1', '891_s-a-0', '1366_2_s-a-0', '20_s-a-1', '883_s-a-0', '1353_1_s-a-0', '2191_s-a-1', '2578_s-a-1', '883_1_s-a-0', '20_8_s-a-1', '1812_2_s-a-0', '20_7_s-a-1', '1812_s-a-0', '2191_2_s-a-1', '1366_s-a-0', '892_s-a-1'} 
Wire:2578_4, Value:0, Discovered faults:{'1353_s-a-0', '892_2_s-a-1', '20_5_s-a-1', '891_s-a-0', '1366_2_s-a-0', '20_s-a-1', '883_s-a-0', '1353_1_s-a-0', '2191_s-a-1', '2578_s-a-1', '883_1_s-a-0', '20_8_s-a-1', '1812_2_s-a-0', '20_7_s-a-1', '1812_s-a-0', '2191_2_s-a-1', '1366_s-a-0', '2578_4_s-a-1', '892_s-a-1'} 
Wire:2578_5, Value:0, Discovered faults:{'1353_s-a-0', '892_2_s-a-1', '20_5_s-a-1', '891_s-a-0', '1366_2_s-a-0', '20_s-a-1', '883_s-a-0', '1353_1_s-a-0', '2191_s-a-1', '2578_s-a-1', '883_1_s-a-0', '20_8_s-a-1', '1812_2_s-a-0', '20_7_s-a-1', '1812_s-a-0', '2578_5_s-a-1', '2191_2_s-a-1', '1366_s-a-0', '892_s-a-1'} 
Wire:2578_6, Value:0, Discovered faults:{'1353_s-a-0', '892_2_s-a-1', '20_5_s-a-1', '891_s-a-0', '1366_2_s-a-0', '20_s-a-1', '883_s-a-0', '1353_1_s-a-0', '2191_s-a-1', '2578_s-a-1', '883_1_s-a-0', '20_8_s-a-1', '1812_2_s-a-0', '20_7_s-a-1', '1812_s-a-0', '2191_2_s-a-1', '2578_6_s-a-1', '1366_s-a-0', '892_s-a-1'} 
Wire:2578_7, Value:0, Discovered faults:{'1353_s-a-0', '892_2_s-a-1', '20_5_s-a-1', '891_s-a-0', '1366_2_s-a-0', '20_s-a-1', '883_s-a-0', '1353_1_s-a-0', '2191_s-a-1', '2578_s-a-1', '883_1_s-a-0', '20_8_s-a-1', '1812_2_s-a-0', '20_7_s-a-1', '1812_s-a-0', '2191_2_s-a-1', '2578_7_s-a-1', '1366_s-a-0', '892_s-a-1'} 
Wire:2578_8, Value:0, Discovered faults:{'2578_8_s-a-1', '1353_s-a-0', '892_2_s-a-1', '20_5_s-a-1', '891_s-a-0', '1366_2_s-a-0', '20_s-a-1', '883_s-a-0', '1353_1_s-a-0', '2191_s-a-1', '2578_s-a-1', '883_1_s-a-0', '20_8_s-a-1', '1812_2_s-a-0', '20_7_s-a-1', '1812_s-a-0', '2191_2_s-a-1', '1366_s-a-0', '892_s-a-1'} 
Wire:2587_1, Value:1, Discovered faults:{'2194_2_s-a-0', '20_6_s-a-1', '2194_s-a-0', '1809_2_s-a-1', '1809_s-a-1', '890_s-a-1', '20_s-a-1', '2587_s-a-0', '2587_1_s-a-0'} 
Wire:2587_2, Value:1, Discovered faults:{'2194_2_s-a-0', '20_6_s-a-1', '2587_2_s-a-0', '2194_s-a-0', '1809_2_s-a-1', '1809_s-a-1', '890_s-a-1', '20_s-a-1', '2587_s-a-0'} 
Wire:2587_3, Value:1, Discovered faults:{'2194_2_s-a-0', '20_6_s-a-1', '2194_s-a-0', '2587_3_s-a-0', '1809_2_s-a-1', '1809_s-a-1', '890_s-a-1', '20_s-a-1', '2587_s-a-0'} 
Wire:2587_4, Value:1, Discovered faults:{'2194_2_s-a-0', '20_6_s-a-1', '2194_s-a-0', '1809_2_s-a-1', '1809_s-a-1', '890_s-a-1', '20_s-a-1', '2587_s-a-0', '2587_4_s-a-0'} 
Wire:2587_5, Value:1, Discovered faults:{'2194_2_s-a-0', '20_6_s-a-1', '2194_s-a-0', '1809_2_s-a-1', '1809_s-a-1', '890_s-a-1', '20_s-a-1', '2587_s-a-0', '2587_5_s-a-0'} 
Wire:2587_6, Value:1, Discovered faults:{'2194_2_s-a-0', '20_6_s-a-1', '2194_s-a-0', '1809_2_s-a-1', '1809_s-a-1', '890_s-a-1', '20_s-a-1', '2587_s-a-0', '2587_6_s-a-0'} 
Wire:2587_7, Value:1, Discovered faults:{'2194_2_s-a-0', '20_6_s-a-1', '2587_7_s-a-0', '2194_s-a-0', '1809_2_s-a-1', '1809_s-a-1', '890_s-a-1', '20_s-a-1', '2587_s-a-0'} 
Wire:2587_8, Value:1, Discovered faults:{'2194_2_s-a-0', '20_6_s-a-1', '2194_s-a-0', '1809_2_s-a-1', '1809_s-a-1', '890_s-a-1', '20_s-a-1', '2587_s-a-0', '2587_8_s-a-0'} 
Wire:2596_1, Value:1, Discovered faults:{'2197_s-a-0', '2596_s-a-0', '2596_1_s-a-0', '2197_2_s-a-0'} 
Wire:2596_2, Value:1, Discovered faults:{'2197_s-a-0', '2596_s-a-0', '2197_2_s-a-0', '2596_2_s-a-0'} 
Wire:2596_3, Value:1, Discovered faults:{'2197_s-a-0', '2596_s-a-0', '2596_3_s-a-0', '2197_2_s-a-0'} 
Wire:2596_4, Value:1, Discovered faults:{'2596_4_s-a-0', '2197_s-a-0', '2596_s-a-0', '2197_2_s-a-0'} 
Wire:2596_5, Value:1, Discovered faults:{'2197_s-a-0', '2596_s-a-0', '2197_2_s-a-0', '2596_5_s-a-0'} 
Wire:2596_6, Value:1, Discovered faults:{'2197_s-a-0', '2596_s-a-0', '2596_6_s-a-0', '2197_2_s-a-0'} 
Wire:2596_7, Value:1, Discovered faults:{'2197_s-a-0', '2596_s-a-0', '2596_7_s-a-0', '2197_2_s-a-0'} 
Wire:2596_8, Value:1, Discovered faults:{'2197_s-a-0', '2596_s-a-0', '2596_8_s-a-0', '2197_2_s-a-0'} 
Wire:2605_1, Value:1, Discovered faults:{'2200_2_s-a-0', '2605_s-a-0', '2200_s-a-0', '2605_1_s-a-0', '20_s-a-1'} 
Wire:2605_2, Value:1, Discovered faults:{'2200_2_s-a-0', '2605_s-a-0', '2200_s-a-0', '2605_2_s-a-0', '20_s-a-1'} 
Wire:2605_3, Value:1, Discovered faults:{'2200_2_s-a-0', '2605_3_s-a-0', '2605_s-a-0', '2200_s-a-0', '20_s-a-1'} 
Wire:2605_4, Value:1, Discovered faults:{'2605_4_s-a-0', '2200_2_s-a-0', '2605_s-a-0', '2200_s-a-0', '20_s-a-1'} 
Wire:2605_5, Value:1, Discovered faults:{'2605_5_s-a-0', '2200_2_s-a-0', '2605_s-a-0', '2200_s-a-0', '20_s-a-1'} 
Wire:2605_6, Value:1, Discovered faults:{'2605_6_s-a-0', '2200_2_s-a-0', '2605_s-a-0', '2200_s-a-0', '20_s-a-1'} 
Wire:2605_7, Value:1, Discovered faults:{'2200_2_s-a-0', '2605_s-a-0', '2605_7_s-a-0', '2200_s-a-0', '20_s-a-1'} 
Wire:2605_8, Value:1, Discovered faults:{'2200_2_s-a-0', '2605_s-a-0', '2200_s-a-0', '20_s-a-1', '2605_8_s-a-0'} 
Wire:2614_1, Value:1, Discovered faults:{'2614_1_s-a-0', '2203_s-a-0', '1806_s-a-1', '2203_2_s-a-0', '2614_s-a-0', '1806_2_s-a-1'} 
Wire:2614_2, Value:1, Discovered faults:{'2203_s-a-0', '1806_s-a-1', '2203_2_s-a-0', '2614_s-a-0', '1806_2_s-a-1', '2614_2_s-a-0'} 
Wire:2614_3, Value:1, Discovered faults:{'2614_3_s-a-0', '2203_s-a-0', '1806_s-a-1', '2203_2_s-a-0', '2614_s-a-0', '1806_2_s-a-1'} 
Wire:2614_4, Value:1, Discovered faults:{'2203_s-a-0', '1806_s-a-1', '2203_2_s-a-0', '2614_s-a-0', '2614_4_s-a-0', '1806_2_s-a-1'} 
Wire:2614_5, Value:1, Discovered faults:{'2203_s-a-0', '1806_s-a-1', '2203_2_s-a-0', '2614_s-a-0', '2614_5_s-a-0', '1806_2_s-a-1'} 
Wire:2614_6, Value:1, Discovered faults:{'2203_s-a-0', '1806_s-a-1', '2203_2_s-a-0', '2614_s-a-0', '1806_2_s-a-1', '2614_6_s-a-0'} 
Wire:2614_7, Value:1, Discovered faults:{'2203_s-a-0', '1806_s-a-1', '2203_2_s-a-0', '2614_s-a-0', '1806_2_s-a-1', '2614_7_s-a-0'} 
Wire:2614_8, Value:1, Discovered faults:{'2614_8_s-a-0', '2203_s-a-0', '1806_s-a-1', '2203_2_s-a-0', '2614_s-a-0', '1806_2_s-a-1'} 
Wire:2623_1, Value:1, Discovered faults:{'2623_1_s-a-0', '1363_1_s-a-1', '2206_2_s-a-0', '20_8_s-a-1', '892_1_s-a-1', '2623_s-a-0', '20_s-a-1', '892_s-a-1', '2206_s-a-0', '1363_s-a-1', '1803_s-a-1', '1803_2_s-a-1'} 
Wire:2623_2, Value:1, Discovered faults:{'1363_1_s-a-1', '2206_2_s-a-0', '20_8_s-a-1', '892_1_s-a-1', '2623_2_s-a-0', '2623_s-a-0', '20_s-a-1', '892_s-a-1', '2206_s-a-0', '1363_s-a-1', '1803_s-a-1', '1803_2_s-a-1'} 
Wire:2623_3, Value:1, Discovered faults:{'1363_1_s-a-1', '2206_2_s-a-0', '20_8_s-a-1', '892_1_s-a-1', '2623_s-a-0', '2623_3_s-a-0', '20_s-a-1', '892_s-a-1', '2206_s-a-0', '1363_s-a-1', '1803_s-a-1', '1803_2_s-a-1'} 
Wire:2623_4, Value:1, Discovered faults:{'1363_1_s-a-1', '2206_2_s-a-0', '20_8_s-a-1', '892_1_s-a-1', '2623_s-a-0', '2623_4_s-a-0', '20_s-a-1', '892_s-a-1', '2206_s-a-0', '1363_s-a-1', '1803_s-a-1', '1803_2_s-a-1'} 
Wire:2623_5, Value:1, Discovered faults:{'1363_1_s-a-1', '2206_2_s-a-0', '20_8_s-a-1', '892_1_s-a-1', '2623_5_s-a-0', '2623_s-a-0', '20_s-a-1', '892_s-a-1', '2206_s-a-0', '1363_s-a-1', '1803_s-a-1', '1803_2_s-a-1'} 
Wire:2623_6, Value:1, Discovered faults:{'1363_1_s-a-1', '2206_2_s-a-0', '20_8_s-a-1', '892_1_s-a-1', '2623_s-a-0', '2623_6_s-a-0', '20_s-a-1', '892_s-a-1', '2206_s-a-0', '1363_s-a-1', '1803_s-a-1', '1803_2_s-a-1'} 
Wire:2623_7, Value:1, Discovered faults:{'1363_1_s-a-1', '2206_2_s-a-0', '20_8_s-a-1', '892_1_s-a-1', '2623_7_s-a-0', '2623_s-a-0', '20_s-a-1', '892_s-a-1', '2206_s-a-0', '1363_s-a-1', '1803_s-a-1', '1803_2_s-a-1'} 
Wire:2623_8, Value:1, Discovered faults:{'1363_1_s-a-1', '2206_2_s-a-0', '20_8_s-a-1', '892_1_s-a-1', '2623_s-a-0', '2623_8_s-a-0', '20_s-a-1', '892_s-a-1', '2206_s-a-0', '1363_s-a-1', '1803_s-a-1', '1803_2_s-a-1'} 
Wire:2648_1, Value:0, Discovered faults:{'50_s-a-1', '1870_s-a-1', '913_s-a-0', '2270_s-a-1', '50_7_s-a-1', '1673_s-a-1', '2270_1_s-a-1', '13_4_s-a-1', '20_s-a-1', '20_10_s-a-1', '2648_s-a-1', '2068_s-a-1', '2648_1_s-a-1', '1202_1_s-a-0', '1202_s-a-0', '914_s-a-0', '1409_s-a-0', '2068_1_s-a-1', '1870_1_s-a-1', '1409_2_s-a-0', '13_s-a-1'} 
Wire:2648_2, Value:0, Discovered faults:{'50_s-a-1', '2648_2_s-a-1', '1870_s-a-1', '913_s-a-0', '2270_s-a-1', '50_7_s-a-1', '1673_s-a-1', '2270_1_s-a-1', '13_4_s-a-1', '20_s-a-1', '20_10_s-a-1', '2648_s-a-1', '2068_s-a-1', '1202_1_s-a-0', '1202_s-a-0', '914_s-a-0', '1409_s-a-0', '2068_1_s-a-1', '1870_1_s-a-1', '1409_2_s-a-0', '13_s-a-1'} 
Wire:2648_3, Value:0, Discovered faults:{'50_s-a-1', '1870_s-a-1', '913_s-a-0', '2270_s-a-1', '50_7_s-a-1', '1673_s-a-1', '2270_1_s-a-1', '13_4_s-a-1', '20_s-a-1', '20_10_s-a-1', '2648_s-a-1', '2068_s-a-1', '1202_1_s-a-0', '1202_s-a-0', '914_s-a-0', '2648_3_s-a-1', '1409_s-a-0', '2068_1_s-a-1', '1870_1_s-a-1', '1409_2_s-a-0', '13_s-a-1'} 
Wire:2652_1, Value:1, Discovered faults:{'50_s-a-1', '1870_s-a-1', '913_s-a-0', '2270_s-a-1', '50_7_s-a-1', '1673_s-a-1', '2652_s-a-0', '13_4_s-a-1', '20_s-a-1', '20_10_s-a-1', '2068_s-a-1', '2652_1_s-a-0', '1202_1_s-a-0', '1202_s-a-0', '914_s-a-0', '2270_2_s-a-1', '1870_2_s-a-1', '1409_s-a-0', '2068_2_s-a-1', '1409_2_s-a-0', '13_s-a-1'} 
Wire:2652_2, Value:1, Discovered faults:{'50_s-a-1', '1870_s-a-1', '913_s-a-0', '2270_s-a-1', '50_7_s-a-1', '1673_s-a-1', '2652_s-a-0', '13_4_s-a-1', '20_s-a-1', '20_10_s-a-1', '2068_s-a-1', '1202_1_s-a-0', '2652_2_s-a-0', '1202_s-a-0', '914_s-a-0', '2270_2_s-a-1', '1870_2_s-a-1', '1409_s-a-0', '2068_2_s-a-1', '1409_2_s-a-0', '13_s-a-1'} 
Wire:2652_3, Value:1, Discovered faults:{'50_s-a-1', '1870_s-a-1', '913_s-a-0', '2270_s-a-1', '50_7_s-a-1', '1673_s-a-1', '2652_s-a-0', '13_4_s-a-1', '20_s-a-1', '20_10_s-a-1', '2068_s-a-1', '1202_1_s-a-0', '1202_s-a-0', '914_s-a-0', '2270_2_s-a-1', '1870_2_s-a-1', '1409_s-a-0', '2652_3_s-a-0', '2068_2_s-a-1', '1409_2_s-a-0', '13_s-a-1'} 
Wire:2656_1, Value:0, Discovered faults:{'226_5_s-a-1', '2419_s-a-1', '226_s-a-1', '2656_s-a-1', '2418_s-a-1', '2656_1_s-a-1', '2417_s-a-1'} 
Wire:2656_2, Value:0, Discovered faults:{'2656_2_s-a-1', '226_5_s-a-1', '2419_s-a-1', '226_s-a-1', '2656_s-a-1', '2418_s-a-1', '2417_s-a-1'} 
Wire:2659_1, Value:1, Discovered faults:{'2659_s-a-0', '2057_s-a-0', '2659_1_s-a-0', '13_6_s-a-1', '1306_2_s-a-1', '1306_s-a-1', '2420_s-a-0', '2057_3_s-a-0', '1670_s-a-1', '232_5_s-a-0', '1670_2_s-a-1', '1878_s-a-0', '232_s-a-0', '13_s-a-1'} 
Wire:2659_2, Value:1, Discovered faults:{'2659_s-a-0', '2057_s-a-0', '13_6_s-a-1', '1306_2_s-a-1', '2659_2_s-a-0', '1306_s-a-1', '2420_s-a-0', '2057_3_s-a-0', '1670_s-a-1', '232_5_s-a-0', '1670_2_s-a-1', '1878_s-a-0', '232_s-a-0', '13_s-a-1'} 
Wire:2662_1, Value:0, Discovered faults:{'2662_s-a-1', '2277_1_s-a-1', '2662_1_s-a-1', '1409_6_s-a-0', '2078_s-a-1', '2277_s-a-1', '1409_s-a-0', '20_s-a-1', '2078_1_s-a-1', '68_8_s-a-1', '68_s-a-1', '1880_1_s-a-1', '1880_s-a-1'} 
Wire:2662_2, Value:0, Discovered faults:{'2662_s-a-1', '2277_1_s-a-1', '1409_6_s-a-0', '2078_s-a-1', '2277_s-a-1', '1409_s-a-0', '20_s-a-1', '2078_1_s-a-1', '68_8_s-a-1', '2662_2_s-a-1', '68_s-a-1', '1880_1_s-a-1', '1880_s-a-1'} 
Wire:2662_3, Value:0, Discovered faults:{'2662_s-a-1', '2277_1_s-a-1', '1409_6_s-a-0', '2078_s-a-1', '2662_3_s-a-1', '2277_s-a-1', '1409_s-a-0', '20_s-a-1', '2078_1_s-a-1', '68_8_s-a-1', '68_s-a-1', '1880_1_s-a-1', '1880_s-a-1'} 
Wire:2666_1, Value:1, Discovered faults:{'2666_1_s-a-0', '2078_2_s-a-1', '1409_6_s-a-0', '2078_s-a-1', '2277_s-a-1', '1409_s-a-0', '20_s-a-1', '68_8_s-a-1', '1880_2_s-a-1', '2666_s-a-0', '2277_2_s-a-1', '68_s-a-1', '1880_s-a-1'} 
Wire:2666_2, Value:1, Discovered faults:{'2078_2_s-a-1', '1409_6_s-a-0', '2666_2_s-a-0', '2078_s-a-1', '2277_s-a-1', '1409_s-a-0', '20_s-a-1', '68_8_s-a-1', '1880_2_s-a-1', '2666_s-a-0', '2277_2_s-a-1', '68_s-a-1', '1880_s-a-1'} 
Wire:2666_3, Value:1, Discovered faults:{'2078_2_s-a-1', '1409_6_s-a-0', '2078_s-a-1', '2666_3_s-a-0', '2277_s-a-1', '1409_s-a-0', '20_s-a-1', '68_8_s-a-1', '1880_2_s-a-1', '2666_s-a-0', '2277_2_s-a-1', '68_s-a-1', '1880_s-a-1'} 
Wire:2670_1, Value:1, Discovered faults:{'2057_s-a-0', '2425_s-a-0', '2670_s-a-0', '2057_5_s-a-0', '238_s-a-0', '13_6_s-a-1', '238_5_s-a-0', '1306_3_s-a-1', '2670_1_s-a-0', '1883_s-a-0', '1670_s-a-1', '1670_2_s-a-1', '1306_s-a-1', '13_s-a-1'} 
Wire:2670_2, Value:1, Discovered faults:{'2057_s-a-0', '2425_s-a-0', '2670_s-a-0', '2057_5_s-a-0', '238_s-a-0', '13_6_s-a-1', '238_5_s-a-0', '1306_3_s-a-1', '1883_s-a-0', '1670_s-a-1', '1670_2_s-a-1', '1306_s-a-1', '2670_2_s-a-0', '13_s-a-1'} 
Wire:2673_1, Value:0, Discovered faults:{'2083_s-a-1', '913_s-a-0', '2673_s-a-1', '77_9_s-a-1', '2083_1_s-a-1', '13_4_s-a-1', '20_s-a-1', '20_10_s-a-1', '77_s-a-1', '1885_1_s-a-1', '1885_s-a-1', '2282_s-a-1', '2282_1_s-a-1', '1202_4_s-a-0', '1676_s-a-1', '2673_1_s-a-1', '1202_s-a-0', '914_s-a-0', '1409_s-a-0', '1409_8_s-a-0', '13_s-a-1'} 
Wire:2673_2, Value:0, Discovered faults:{'2673_2_s-a-1', '2083_s-a-1', '913_s-a-0', '2673_s-a-1', '77_9_s-a-1', '2083_1_s-a-1', '13_4_s-a-1', '20_s-a-1', '20_10_s-a-1', '77_s-a-1', '1885_1_s-a-1', '1885_s-a-1', '2282_s-a-1', '2282_1_s-a-1', '1202_4_s-a-0', '1676_s-a-1', '1202_s-a-0', '914_s-a-0', '1409_s-a-0', '1409_8_s-a-0', '13_s-a-1'} 
Wire:2673_3, Value:0, Discovered faults:{'2083_s-a-1', '913_s-a-0', '2673_s-a-1', '77_9_s-a-1', '2083_1_s-a-1', '13_4_s-a-1', '20_s-a-1', '20_10_s-a-1', '77_s-a-1', '1885_1_s-a-1', '1885_s-a-1', '2282_s-a-1', '2282_1_s-a-1', '1202_4_s-a-0', '1676_s-a-1', '2673_3_s-a-1', '1202_s-a-0', '914_s-a-0', '1409_s-a-0', '1409_8_s-a-0', '13_s-a-1'} 
Wire:2677_1, Value:1, Discovered faults:{'2083_s-a-1', '913_s-a-0', '77_9_s-a-1', '13_4_s-a-1', '20_s-a-1', '20_10_s-a-1', '77_s-a-1', '1885_2_s-a-1', '1885_s-a-1', '2282_s-a-1', '2083_2_s-a-1', '1202_4_s-a-0', '1676_s-a-1', '2677_s-a-0', '2677_1_s-a-0', '1202_s-a-0', '914_s-a-0', '1409_s-a-0', '1409_8_s-a-0', '2282_2_s-a-1', '13_s-a-1'} 
Wire:2677_2, Value:1, Discovered faults:{'2083_s-a-1', '913_s-a-0', '77_9_s-a-1', '13_4_s-a-1', '20_s-a-1', '20_10_s-a-1', '77_s-a-1', '1885_2_s-a-1', '1885_s-a-1', '2282_s-a-1', '2083_2_s-a-1', '1202_4_s-a-0', '1676_s-a-1', '2677_s-a-0', '2677_2_s-a-0', '1202_s-a-0', '914_s-a-0', '1409_s-a-0', '1409_8_s-a-0', '2282_2_s-a-1', '13_s-a-1'} 
Wire:2677_3, Value:1, Discovered faults:{'2083_s-a-1', '913_s-a-0', '77_9_s-a-1', '2677_3_s-a-0', '13_4_s-a-1', '20_s-a-1', '20_10_s-a-1', '77_s-a-1', '1885_2_s-a-1', '1885_s-a-1', '2282_s-a-1', '2083_2_s-a-1', '1202_4_s-a-0', '1676_s-a-1', '2677_s-a-0', '1202_s-a-0', '914_s-a-0', '1409_s-a-0', '1409_8_s-a-0', '2282_2_s-a-1', '13_s-a-1'} 
Wire:2681_1, Value:1, Discovered faults:{'2057_s-a-0', '244_s-a-0', '13_6_s-a-1', '2681_s-a-0', '2681_1_s-a-0', '1888_s-a-0', '244_5_s-a-0', '1670_s-a-1', '2057_7_s-a-0', '2430_s-a-0', '1670_2_s-a-1', '1306_s-a-1', '1306_4_s-a-1', '13_s-a-1'} 
Wire:2681_2, Value:1, Discovered faults:{'2057_s-a-0', '244_s-a-0', '13_6_s-a-1', '2681_2_s-a-0', '2681_s-a-0', '1888_s-a-0', '244_5_s-a-0', '1670_s-a-1', '2057_7_s-a-0', '2430_s-a-0', '1670_2_s-a-1', '1306_s-a-1', '1306_4_s-a-1', '13_s-a-1'} 
Wire:2684_1, Value:1, Discovered faults:{'2088_s-a-0', '2684_1_s-a-0', '87_9_s-a-0', '913_s-a-0', '2684_s-a-0', '87_s-a-0', '13_4_s-a-1', '20_s-a-1', '20_10_s-a-1', '1889_s-a-0', '1202_13_s-a-0', '1219_1_s-a-0', '1202_s-a-0', '914_s-a-0', '1_8_s-a-0', '1219_s-a-0', '1_s-a-0', '1409_9_s-a-0', '1409_s-a-0', '2088_1_s-a-0', '13_s-a-1'} 
Wire:2684_2, Value:1, Discovered faults:{'2088_s-a-0', '87_9_s-a-0', '913_s-a-0', '2684_s-a-0', '87_s-a-0', '13_4_s-a-1', '20_s-a-1', '20_10_s-a-1', '1889_s-a-0', '1202_13_s-a-0', '1219_1_s-a-0', '1202_s-a-0', '914_s-a-0', '1_8_s-a-0', '1219_s-a-0', '1_s-a-0', '1409_9_s-a-0', '1409_s-a-0', '2088_1_s-a-0', '2684_2_s-a-0', '13_s-a-1'} 
Wire:2684_3, Value:1, Discovered faults:{'2088_s-a-0', '87_9_s-a-0', '913_s-a-0', '2684_s-a-0', '87_s-a-0', '13_4_s-a-1', '20_s-a-1', '20_10_s-a-1', '2684_3_s-a-0', '1889_s-a-0', '1202_13_s-a-0', '1219_1_s-a-0', '1202_s-a-0', '914_s-a-0', '1_8_s-a-0', '1219_s-a-0', '1_s-a-0', '1409_9_s-a-0', '1409_s-a-0', '2088_1_s-a-0', '13_s-a-1'} 
Wire:2688_1, Value:0, Discovered faults:{'2088_s-a-0', '2688_s-a-1', '87_9_s-a-0', '913_s-a-0', '87_s-a-0', '13_4_s-a-1', '20_s-a-1', '20_10_s-a-1', '1889_s-a-0', '2688_1_s-a-1', '1202_13_s-a-0', '2088_2_s-a-0', '1219_1_s-a-0', '1202_s-a-0', '914_s-a-0', '1_8_s-a-0', '1219_s-a-0', '1_s-a-0', '1409_9_s-a-0', '1409_s-a-0', '13_s-a-1'} 
Wire:2688_2, Value:0, Discovered faults:{'2088_s-a-0', '2688_s-a-1', '87_9_s-a-0', '913_s-a-0', '87_s-a-0', '13_4_s-a-1', '20_s-a-1', '20_10_s-a-1', '2688_2_s-a-1', '1889_s-a-0', '1202_13_s-a-0', '2088_2_s-a-0', '1219_1_s-a-0', '1202_s-a-0', '914_s-a-0', '1_8_s-a-0', '1219_s-a-0', '1_s-a-0', '1409_9_s-a-0', '1409_s-a-0', '13_s-a-1'} 
Wire:2688_3, Value:0, Discovered faults:{'2088_s-a-0', '2688_s-a-1', '87_9_s-a-0', '913_s-a-0', '2688_3_s-a-1', '87_s-a-0', '13_4_s-a-1', '20_s-a-1', '20_10_s-a-1', '1889_s-a-0', '1202_13_s-a-0', '2088_2_s-a-0', '1219_1_s-a-0', '1202_s-a-0', '914_s-a-0', '1_8_s-a-0', '1219_s-a-0', '1_s-a-0', '1409_9_s-a-0', '1409_s-a-0', '13_s-a-1'} 
Wire:2692_1, Value:0, Discovered faults:{'1667_1_s-a-1', '2435_s-a-1', '2436_s-a-1', '1667_s-a-1', '2437_s-a-1', '250_s-a-1', '2692_1_s-a-1', '2038_1_s-a-1', '2038_s-a-1', '13_5_s-a-1', '2692_s-a-1', '250_6_s-a-1', '13_s-a-1'} 
Wire:2692_2, Value:0, Discovered faults:{'1667_1_s-a-1', '2435_s-a-1', '2436_s-a-1', '1667_s-a-1', '2437_s-a-1', '250_s-a-1', '2692_2_s-a-1', '2038_1_s-a-1', '2038_s-a-1', '13_5_s-a-1', '2692_s-a-1', '250_6_s-a-1', '13_s-a-1'} 
