Wire:1, Value:1, Discovered faults:{'1_s-a-0'} 
Wire:4656, Value:0, Discovered faults:{'3410_s-a-1', '3009_s-a-1', '4656_s-a-1', '2383_s-a-1', '66_s-a-1', '3410_1_s-a-1', '66_2_s-a-1'} 
Wire:4657, Value:0, Discovered faults:{'676_s-a-1', '4657_s-a-1', '2368_s-a-1', '1194_s-a-0', '2368_4_s-a-1', '2003_1_s-a-0', '50_s-a-1', '3008_s-a-1', '18_1_s-a-1', '2003_s-a-0', '3404_s-a-1', '2382_s-a-1', '50_2_s-a-1', '3404_1_s-a-1', '676_3_s-a-1', '18_s-a-1', '1194_4_s-a-0'} 
Wire:4661, Value:0, Discovered faults:{'853_4_s-a-1', '358_s-a-0', '4661_s-a-1', '853_s-a-1', '358_2_s-a-0'} 
Wire:4667, Value:0, Discovered faults:{'676_s-a-1', '2368_s-a-1', '1194_s-a-0', '2003_1_s-a-0', '4667_s-a-1', '3390_1_s-a-1', '18_1_s-a-1', '2003_s-a-0', '35_s-a-1', '3390_s-a-1', '676_3_s-a-1', '3006_s-a-1', '18_s-a-1', '2380_s-a-1', '1194_4_s-a-0', '2368_2_s-a-1', '35_2_s-a-1'} 
Wire:4674, Value:1, Discovered faults:{'676_s-a-1', '352_2_s-a-1', '47_2_s-a-0', '1194_s-a-0', '4674_s-a-0', '18_1_s-a-1', '47_s-a-0', '2003_2_s-a-0', '3384_s-a-0', '2003_s-a-0', '3384_1_s-a-0', '676_3_s-a-1', '18_s-a-1', '839_s-a-0', '2379_s-a-0', '1194_4_s-a-0', '352_s-a-1', '839_4_s-a-0'} 
Wire:4675, Value:0, Discovered faults:{'676_s-a-1', '2330_s-a-1', '1194_s-a-0', '1194_2_s-a-0', '18_1_s-a-1', '2932_s-a-1', '676_3_s-a-1', '1906_1_s-a-0', '4675_s-a-1', '18_s-a-1', '121_s-a-1', '3334_s-a-1', '2315_s-a-1', '121_2_s-a-1', '2315_5_s-a-1', '1906_s-a-0', '3334_1_s-a-1'} 
Wire:4678, Value:0, Discovered faults:{'4678_s-a-1', '827_s-a-1', '346_2_s-a-0', '827_4_s-a-1', '346_s-a-0'} 
Wire:4682, Value:0, Discovered faults:{'4682_s-a-1'} 
Wire:4687, Value:0, Discovered faults:{'118_2_s-a-1', '3315_1_s-a-1', '4687_s-a-1', '2327_s-a-1', '118_s-a-1', '3315_s-a-1', '2929_s-a-1'} 
Wire:4693, Value:1, Discovered faults:{'3766_s-a-1', '2654_s-a-1', '18_3_s-a-1', '18_s-a-1', '1249_3_s-a-1', '113_s-a-1', '689_2_s-a-1', '2654_3_s-a-1', '3766_1_s-a-1', '1249_s-a-1', '4693_s-a-0', '689_s-a-1', '2359_s-a-1', '1990_s-a-1'} 
Wire:4694, Value:1, Discovered faults:{'1249_s-a-1', '689_s-a-1', '18_3_s-a-1', '4694_s-a-0', '18_s-a-1', '689_2_s-a-1'} 
Wire:4695, Value:1, Discovered faults:{'2662_s-a-1', '4695_s-a-0', '3769_s-a-1', '87_s-a-1', '2662_3_s-a-1', '3769_1_s-a-1', '2361_s-a-1', '1992_s-a-1'} 
Wire:4696, Value:0, Discovered faults:{'111_s-a-0', '18_3_s-a-1', '18_s-a-1', '1977_3_s-a-0', '2658_s-a-0', '3772_s-a-0', '689_2_s-a-1', '4696_s-a-1', '2360_s-a-0', '1249_s-a-1', '1977_s-a-0', '1249_1_s-a-1', '689_s-a-1', '3772_1_s-a-0', '2658_3_s-a-0'} 
Wire:4697, Value:1, Discovered faults:{'2363_s-a-1', '3775_1_s-a-1', '4697_s-a-0', '18_3_s-a-1', '18_s-a-1', '1256_s-a-1', '1256_2_s-a-1', '88_s-a-1', '689_s-a-1', '3775_s-a-1', '689_3_s-a-1', '2670_s-a-1', '1994_s-a-1', '2670_3_s-a-1'} 
Wire:4698, Value:0, Discovered faults:{'2666_s-a-0', '18_3_s-a-1', '112_s-a-0', '18_s-a-1', '3778_1_s-a-0', '689_2_s-a-1', '2362_s-a-0', '1249_s-a-1', '1977_s-a-0', '1249_1_s-a-1', '689_s-a-1', '3778_s-a-0', '2666_3_s-a-0', '1977_5_s-a-0', '4698_s-a-1'} 
Wire:4699, Value:1, Discovered faults:{'3783_s-a-1', '676_s-a-1', '1194_s-a-0', '1194_2_s-a-0', '115_2_s-a-1', '18_1_s-a-1', '2315_1_s-a-1', '676_3_s-a-1', '3783_1_s-a-1', '1906_1_s-a-0', '18_s-a-1', '2326_s-a-1', '4699_s-a-0', '2928_s-a-1', '2315_s-a-1', '115_s-a-1', '1906_s-a-0'} 
Wire:4700, Value:1, Discovered faults:{'676_s-a-1', '3786_1_s-a-1', '1194_s-a-0', '2331_s-a-1', '18_1_s-a-1', '2933_s-a-1', '44_s-a-1', '4700_s-a-0', '676_3_s-a-1', '1194_3_s-a-0', '18_s-a-1', '1919_1_s-a-0', '2342_s-a-1', '2331_1_s-a-1', '1919_s-a-0', '3786_s-a-1', '44_2_s-a-1'} 
Wire:4701, Value:0, Discovered faults:{'3410_s-a-1', '3009_s-a-1', '3410_2_s-a-1', '4701_s-a-1', '2383_s-a-1', '66_s-a-1', '66_2_s-a-1'} 
Wire:4702, Value:0, Discovered faults:{'676_s-a-1', '2368_s-a-1', '1194_s-a-0', '2368_4_s-a-1', '2003_1_s-a-0', '50_s-a-1', '3008_s-a-1', '18_1_s-a-1', '2003_s-a-0', '3404_s-a-1', '2382_s-a-1', '50_2_s-a-1', '676_3_s-a-1', '3404_2_s-a-1', '18_s-a-1', '4702_s-a-1', '1194_4_s-a-0'} 
Wire:4706, Value:0, Discovered faults:{'853_5_s-a-1', '358_s-a-0', '853_s-a-1', '4706_s-a-1', '358_2_s-a-0'} 
Wire:4711, Value:0, Discovered faults:{'676_s-a-1', '2368_s-a-1', '1194_s-a-0', '2003_1_s-a-0', '18_1_s-a-1', '4711_s-a-1', '2003_s-a-0', '35_s-a-1', '3390_s-a-1', '676_3_s-a-1', '3006_s-a-1', '18_s-a-1', '3390_2_s-a-1', '2380_s-a-1', '1194_4_s-a-0', '2368_2_s-a-1', '35_2_s-a-1'} 
Wire:4717, Value:1, Discovered faults:{'676_s-a-1', '352_2_s-a-1', '47_2_s-a-0', '1194_s-a-0', '18_1_s-a-1', '47_s-a-0', '2003_2_s-a-0', '3384_s-a-0', '1194_4_s-a-0', '2003_s-a-0', '676_3_s-a-1', '3384_2_s-a-0', '4717_s-a-0', '18_s-a-1', '839_s-a-0', '2379_s-a-0', '839_5_s-a-0', '352_s-a-1'} 
Wire:4718, Value:0, Discovered faults:{'676_s-a-1', '2330_s-a-1', '1194_s-a-0', '1194_2_s-a-0', '4718_s-a-1', '18_1_s-a-1', '2932_s-a-1', '676_3_s-a-1', '1906_1_s-a-0', '18_s-a-1', '3334_2_s-a-1', '121_s-a-1', '3334_s-a-1', '2315_s-a-1', '121_2_s-a-1', '2315_5_s-a-1', '1906_s-a-0'} 
Wire:4722, Value:0, Discovered faults:{'827_5_s-a-1', '346_s-a-0', '827_s-a-1', '346_2_s-a-0', '4722_s-a-1'} 
Wire:4728, Value:0, Discovered faults:{'4728_s-a-1'} 
Wire:4735, Value:0, Discovered faults:{'118_2_s-a-1', '3315_2_s-a-1', '2327_s-a-1', '118_s-a-1', '3315_s-a-1', '2929_s-a-1', '4735_s-a-1'} 
Wire:4743, Value:1, Discovered faults:{'2923_s-a-1', '2321_s-a-1', '3789_s-a-1', '3789_1_s-a-1', '115_1_s-a-1', '115_s-a-1', '4743_s-a-0'} 
Wire:4744, Value:0, Discovered faults:{'4744_s-a-1', '3792_1_s-a-0', '18_s-a-1', '18_4_s-a-1', '47_1_s-a-0', '1263_2_s-a-0', '1263_s-a-0', '3792_s-a-0', '695_2_s-a-0', '2010_s-a-0', '695_s-a-0', '47_s-a-0', '2688_s-a-0', '2688_2_s-a-0'} 
Wire:4745, Value:0, Discovered faults:{'1927_s-a-0', '3807_1_s-a-0', '18_s-a-1', '18_4_s-a-1', '1211_3_s-a-0', '1211_s-a-0', '2604_2_s-a-0', '41_s-a-0', '41_1_s-a-0', '695_s-a-0', '3807_s-a-0', '4745_s-a-1', '695_1_s-a-0', '2604_s-a-0'} 
Wire:4746, Value:0, Discovered faults:{'44_1_s-a-1', '2790_s-a-1', '1927_s-a-0', '1211_3_s-a-0', '4746_s-a-1', '2604_2_s-a-0', '41_1_s-a-0', '3452_s-a-0', '1926_s-a-1', '44_s-a-1', '695_1_s-a-0', '2604_s-a-0', '2790_1_s-a-1', '1913_1_s-a-1', '18_s-a-1', '18_4_s-a-1', '1211_s-a-0', '3807_2_s-a-0', '41_s-a-0', '1913_s-a-1', '695_s-a-0', '1211_1_s-a-0', '3807_s-a-0', '2337_s-a-1'} 
Wire:4747, Value:0, Discovered faults:{'2611_1_s-a-0', '26_s-a-0', '18_s-a-1', '1211_5_s-a-0', '18_4_s-a-1', '2611_s-a-0', '3810_s-a-0', '4747_s-a-1', '1211_s-a-0', '1929_s-a-0', '695_s-a-0', '26_1_s-a-0', '3810_1_s-a-0', '695_1_s-a-0'} 
Wire:4748, Value:1, Discovered faults:{'29_s-a-1', '3813_1_s-a-1', '2607_s-a-1', '4748_s-a-0', '1928_s-a-1', '2607_1_s-a-1', '29_1_s-a-1', '2339_s-a-1', '3813_s-a-1'} 
Wire:4749, Value:1, Discovered faults:{'3816_1_s-a-1', '3816_s-a-1', '1930_s-a-1', '2615_1_s-a-1', '4749_s-a-0', '2615_s-a-1', '23_1_s-a-1', '23_s-a-1', '2341_s-a-1'} 
Wire:4750, Value:1, Discovered faults:{'147_s-a-1', '4750_s-a-0', '3819_s-a-1', '3819_1_s-a-1', '147_1_s-a-1', '2278_s-a-1', '1858_s-a-1', '2538_s-a-1', '2538_3_s-a-1'} 
Wire:4751, Value:1, Discovered faults:{'4751_s-a-0'} 
Wire:4752, Value:0, Discovered faults:{'144_1_s-a-0', '2546_3_s-a-0', '682_s-a-1', '18_s-a-1', '1175_s-a-1', '1845_s-a-0', '2546_s-a-0', '3822_s-a-0', '18_2_s-a-1', '1175_1_s-a-1', '682_4_s-a-1', '2280_s-a-0', '1845_4_s-a-0', '144_s-a-0', '3822_1_s-a-0', '4752_s-a-1'} 
Wire:4753, Value:1, Discovered faults:{'4753_s-a-0', '3825_1_s-a-1', '3825_s-a-1', '2279_s-a-1', '2542_3_s-a-1', '138_s-a-1', '138_1_s-a-1', '2542_s-a-1', '1859_s-a-1'} 
Wire:4754, Value:0, Discovered faults:{'1799_1_s-a-0', '4754_s-a-1', '2247_s-a-0', '2462_3_s-a-0', '2462_s-a-0', '628_3_s-a-0', '18_2_s-a-1', '3828_1_s-a-0', '682_3_s-a-1', '3828_s-a-0', '682_s-a-1', '18_s-a-1', '1147_1_s-a-1', '1147_s-a-1', '1141_s-a-0', '12_s-a-1', '12_1_s-a-1', '1141_1_s-a-0', '628_s-a-0', '1799_s-a-0'} 
Wire:4755, Value:0, Discovered faults:{'3831_s-a-0', '1845_5_s-a-0', '2550_3_s-a-0', '682_s-a-1', '18_s-a-1', '1175_s-a-1', '1845_s-a-0', '3831_1_s-a-0', '18_2_s-a-1', '4755_s-a-1', '1175_1_s-a-1', '682_4_s-a-1', '2550_s-a-0', '135_s-a-0', '135_1_s-a-0', '2281_s-a-0'} 
Wire:4756, Value:0, Discovered faults:{'3482_s-a-1', '3041_s-a-1', '3482_1_s-a-1', '56_s-a-1', '2427_s-a-1', '4756_s-a-1'} 
Wire:4757, Value:0, Discovered faults:{'4757_s-a-1', '3478_s-a-1', '55_s-a-1', '3040_s-a-1', '2426_s-a-1', '3478_1_s-a-1'} 
Wire:4758, Value:0, Discovered faults:{'4758_s-a-1'} 
Wire:4759, Value:1, Discovered faults:{'130_1_s-a-0', '18_3_s-a-1', '2300_s-a-0', '1206_s-a-0', '3470_1_s-a-0', '1885_s-a-0', '53_s-a-0', '18_2_s-a-1', '689_s-a-1', '1199_1_s-a-0', '682_s-a-1', '2045_s-a-0', '1206_4_s-a-0', '18_s-a-1', '689_1_s-a-1', '3470_s-a-0', '130_s-a-0', '1199_s-a-0', '3251_s-a-0', '3251_1_s-a-0', '4759_s-a-0', '682_5_s-a-1', '1885_3_s-a-0', '2045_3_s-a-0', '2424_s-a-0'} 
Wire:4760, Value:0, Discovered faults:{'18_s-a-1', '4760_s-a-1'} 
Wire:4761, Value:1, Discovered faults:{'3846_s-a-1', '1930_s-a-1', '4761_s-a-0', '2615_2_s-a-1', '2615_s-a-1', '23_1_s-a-1', '3846_1_s-a-1', '23_s-a-1', '2341_s-a-1'} 
Wire:4762, Value:0, Discovered faults:{'4762_s-a-1'} 
Wire:4763, Value:0, Discovered faults:{'26_s-a-0', '4763_s-a-1', '18_s-a-1', '1211_5_s-a-0', '18_4_s-a-1', '2611_s-a-0', '1211_s-a-0', '2611_2_s-a-0', '1929_s-a-0', '695_s-a-0', '3849_1_s-a-0', '26_1_s-a-0', '3849_s-a-0', '695_1_s-a-0'} 
Wire:4764, Value:1, Discovered faults:{'26_s-a-0', '18_3_s-a-1', '1206_s-a-0', '1211_5_s-a-0', '2611_s-a-0', '76_s-a-0', '2038_s-a-0', '2421_s-a-0', '689_s-a-1', '26_1_s-a-0', '1206_3_s-a-0', '2038_5_s-a-0', '695_1_s-a-0', '3458_1_s-a-0', '4764_s-a-0', '18_s-a-1', '18_4_s-a-1', '689_1_s-a-1', '2611_3_s-a-0', '3458_s-a-0', '1211_s-a-0', '1929_s-a-0', '695_s-a-0'} 
Wire:4765, Value:1, Discovered faults:{'3852_1_s-a-1', '29_1_s-a-1', '29_s-a-1', '2607_s-a-1', '1928_s-a-1', '2607_2_s-a-1', '3852_s-a-1', '2339_s-a-1', '4765_s-a-0'} 
Wire:4766, Value:0, Discovered faults:{'4766_s-a-1'} 
Wire:4767, Value:0, Discovered faults:{'70_s-a-1', '2680_s-a-1', '70_1_s-a-1', '18_3_s-a-1', '1256_6_s-a-1', '2367_s-a-1', '18_s-a-1', '2680_2_s-a-1', '1256_s-a-1', '4767_s-a-1', '689_s-a-1', '689_3_s-a-1'} 
Wire:4768, Value:1, Discovered faults:{'70_s-a-1', '2680_s-a-1', '70_1_s-a-1', '18_3_s-a-1', '1256_6_s-a-1', '2367_s-a-1', '18_s-a-1', '3855_s-a-1', '3855_1_s-a-1', '1256_s-a-1', '2680_1_s-a-1', '689_s-a-1', '4768_s-a-0', '689_3_s-a-1'} 
Wire:4769, Value:1, Discovered faults:{'695_4_s-a-0', '676_s-a-1', '676_3_s-a-1', '2343_s-a-0', '1194_3_s-a-0', '1194_s-a-0', '18_s-a-1', '18_4_s-a-1', '4769_s-a-0', '3340_s-a-0', '41_2_s-a-0', '41_s-a-0', '18_1_s-a-1', '1919_s-a-0', '3340_1_s-a-0', '695_s-a-0', '1919_3_s-a-0'} 
Wire:4775, Value:1, Discovered faults:{'2729_s-a-1', '2065_s-a-1', '65_s-a-1', '3858_1_s-a-1', '2429_s-a-1', '2729_3_s-a-1', '4775_s-a-0', '3858_s-a-1'} 
Wire:4776, Value:1, Discovered faults:{'2729_s-a-1', '3858_2_s-a-1', '2065_s-a-1', '65_s-a-1', '2429_s-a-1', '2729_3_s-a-1', '4776_s-a-0', '3858_s-a-1'} 
Wire:4777, Value:0, Discovered faults:{'2052_4_s-a-0', '689_4_s-a-1', '84_s-a-0', '18_3_s-a-1', '18_s-a-1', '1270_s-a-1', '1270_1_s-a-1', '3861_s-a-0', '3861_1_s-a-0', '2431_s-a-0', '2737_s-a-0', '689_s-a-1', '2737_3_s-a-0', '2052_s-a-0', '4777_s-a-1'} 
Wire:4778, Value:1, Discovered faults:{'2733_3_s-a-1', '4778_s-a-0', '2733_s-a-1', '3864_s-a-1', '3864_1_s-a-1', '2066_s-a-1', '2430_s-a-1', '83_s-a-1'} 
Wire:4779, Value:1, Discovered faults:{'64_s-a-1', '3867_s-a-1', '2745_3_s-a-1', '2433_s-a-1', '2745_s-a-1', '3867_1_s-a-1', '2069_s-a-1', '4779_s-a-0'} 
Wire:4780, Value:1, Discovered faults:{'3870_s-a-1', '2432_s-a-1', '2741_3_s-a-1', '3870_1_s-a-1', '2741_s-a-1', '85_s-a-1', '4780_s-a-0', '2068_s-a-1'} 
Wire:4781, Value:1, Discovered faults:{'3885_1_s-a-1', '70_2_s-a-1', '4781_s-a-0', '70_s-a-1', '2419_s-a-1', '3033_s-a-1', '3885_s-a-1'} 
Wire:4782, Value:0, Discovered faults:{'18_3_s-a-1', '3888_s-a-0', '18_s-a-1', '1206_s-a-0', '689_1_s-a-1', '2038_2_s-a-0', '69_s-a-0', '2038_s-a-0', '3888_1_s-a-0', '689_s-a-1', '4782_s-a-1', '1206_3_s-a-0', '2418_s-a-0'} 
Wire:4783, Value:1, Discovered faults:{'18_3_s-a-1', '3891_1_s-a-1', '18_s-a-1', '2024_1_s-a-0', '1206_s-a-0', '689_1_s-a-1', '1206_1_s-a-0', '2384_s-a-1', '3891_s-a-1', '2384_1_s-a-1', '2024_s-a-0', '4783_s-a-0', '689_s-a-1', '2396_s-a-1', '3020_s-a-1', '58_s-a-1'} 
Wire:4784, Value:0, Discovered faults:{'3131_s-a-1', '3134_s-a-1', '1167_2_s-a-1', '2869_s-a-1', '382_s-a-0', '614_s-a-1', '4784_s-a-1', '38_s-a-1', '38_1_s-a-1', '3131_1_s-a-1', '1167_s-a-1'} 
Wire:4789, Value:1, Discovered faults:{'1703_2_s-a-1', '3502_s-a-1', '263_3_s-a-0', '2111_s-a-0', '2523_4_s-a-1', '1703_s-a-1', '2268_s-a-0', '382_s-a-0', '3502_1_s-a-1', '614_s-a-1', '1299_2_s-a-1', '382_1_s-a-0', '38_1_s-a-1', '263_s-a-0', '4789_s-a-0', '614_4_s-a-1', '957_3_s-a-1', '1299_s-a-1', '2523_s-a-1', '957_s-a-1', '38_s-a-1', '688_s-a-0'} 
Wire:4790, Value:1, Discovered faults:{'4790_s-a-0', '3131_s-a-1', '1167_2_s-a-1', '3131_2_s-a-1', '1167_s-a-1', '2869_s-a-1'} 
Wire:4793, Value:0, Discovered faults:{'3507_s-a-0', '3507_1_s-a-0', '1167_3_s-a-1', '2868_s-a-1', '1167_s-a-1', '4793_s-a-1'} 
Wire:4794, Value:1, Discovered faults:{'1703_2_s-a-1', '263_3_s-a-0', '2111_s-a-0', '1703_s-a-1', '2523_5_s-a-1', '4794_s-a-0', '2268_s-a-0', '382_s-a-0', '614_s-a-1', '1299_2_s-a-1', '382_1_s-a-0', '38_1_s-a-1', '263_s-a-0', '3510_1_s-a-1', '3510_s-a-1', '614_4_s-a-1', '957_3_s-a-1', '1299_s-a-1', '2523_s-a-1', '957_s-a-1', '38_s-a-1', '688_s-a-0'} 
Wire:4795, Value:1, Discovered faults:{'4795_s-a-0', '3515_s-a-1', '3515_1_s-a-1'} 
Wire:4796, Value:1, Discovered faults:{'676_s-a-1', '3114_1_s-a-0', '251_s-a-1', '676_4_s-a-1', '1947_2_s-a-0', '18_1_s-a-1', '2348_s-a-0', '644_4_s-a-0', '2619_1_s-a-0', '1947_s-a-0', '3114_s-a-0', '644_s-a-0', '18_s-a-1', '2619_s-a-0', '251_2_s-a-1', '1227_1_s-a-0', '1227_s-a-0', '4796_s-a-0', '632_2_s-a-0', '1233_1_s-a-1', '12_2_s-a-1', '1233_s-a-1', '12_s-a-1', '632_s-a-0'} 
Wire:4799, Value:0, Discovered faults:{'676_s-a-1', '1154_s-a-0', '2496_3_s-a-0', '1160_s-a-1', '3586_1_s-a-0', '18_1_s-a-1', '4799_s-a-1', '1805_3_s-a-0', '2254_s-a-0', '632_1_s-a-0', '18_s-a-1', '676_1_s-a-1', '1154_3_s-a-0', '1160_1_s-a-1', '3586_s-a-0', '12_2_s-a-1', '1805_s-a-0', '12_s-a-1', '2496_s-a-0', '632_s-a-0'} 
Wire:4800, Value:0, Discovered faults:{'676_s-a-1', '2488_3_s-a-0', '3589_s-a-0', '1154_s-a-0', '2253_s-a-0', '1160_s-a-1', '18_1_s-a-1', '3589_1_s-a-0', '4800_s-a-1', '1154_2_s-a-0', '2488_s-a-0', '632_1_s-a-0', '18_s-a-1', '676_1_s-a-1', '1160_1_s-a-1', '12_2_s-a-1', '1805_s-a-0', '12_s-a-1', '632_s-a-0', '1805_2_s-a-0'} 
Wire:4801, Value:0, Discovered faults:{'676_s-a-1', '1805_5_s-a-0', '2508_s-a-0', '1154_s-a-0', '1160_s-a-1', '3592_s-a-0', '18_1_s-a-1', '2256_s-a-0', '632_1_s-a-0', '3592_1_s-a-0', '18_s-a-1', '12_s-a-1', '676_1_s-a-1', '2508_3_s-a-0', '1160_1_s-a-1', '12_2_s-a-1', '4801_s-a-1', '1805_s-a-0', '1154_5_s-a-0', '632_s-a-0'} 
Wire:4802, Value:0, Discovered faults:{'676_s-a-1', '1154_s-a-0', '1160_s-a-1', '1805_4_s-a-0', '18_1_s-a-1', '1154_4_s-a-0', '3595_s-a-0', '4802_s-a-1', '632_1_s-a-0', '18_s-a-1', '676_1_s-a-1', '2502_3_s-a-0', '2502_s-a-0', '1160_1_s-a-1', '2255_s-a-0', '12_2_s-a-1', '3595_1_s-a-0', '1805_s-a-0', '12_s-a-1', '632_s-a-0'} 
Wire:4803, Value:0, Discovered faults:{'2766_s-a-0', '676_s-a-1', '3551_s-a-1', '1240_2_s-a-0', '4327_s-a-0', '1240_s-a-0', '2353_s-a-0', '1953_s-a-0', '632_3_s-a-0', '4326_s-a-0', '676_5_s-a-1', '3552_s-a-1', '12_2_s-a-1', '12_s-a-1', '2766_1_s-a-0', '2354_s-a-0', '1244_s-a-1', '1953_2_s-a-0', '18_1_s-a-1', '2769_1_s-a-0', '1244_1_s-a-1', '4803_s-a-1', '18_s-a-1', '2769_s-a-0', '1953_3_s-a-0', '632_s-a-0', '1240_3_s-a-0'} 
Wire:4806, Value:0, Discovered faults:{'4333_s-a-0', '18_2_s-a-1', '2772_1_s-a-0', '1132_2_s-a-0', '1132_s-a-0', '1789_3_s-a-0', '12_s-a-1', '682_2_s-a-1', '2772_s-a-0', '2775_s-a-0', '3570_s-a-1', '628_2_s-a-0', '1132_3_s-a-0', '3569_s-a-1', '2246_s-a-0', '1136_s-a-1', '4334_s-a-0', '1136_1_s-a-1', '682_s-a-1', '18_s-a-1', '1789_s-a-0', '2245_s-a-0', '2775_1_s-a-0', '1789_2_s-a-0', '12_1_s-a-1', '628_s-a-0', '4806_s-a-1'} 
Wire:4809, Value:1, Discovered faults:{'676_s-a-1', '3625_1_s-a-1', '1154_s-a-0', '3625_s-a-1', '2253_s-a-0', '1160_s-a-1', '18_1_s-a-1', '4809_s-a-0', '1154_2_s-a-0', '2488_s-a-0', '632_1_s-a-0', '18_s-a-1', '2488_5_s-a-0', '676_1_s-a-1', '1160_1_s-a-1', '12_2_s-a-1', '1805_s-a-0', '12_s-a-1', '632_s-a-0', '1805_2_s-a-0'} 
Wire:4810, Value:0, Discovered faults:{'734_s-a-1', '3178_1_s-a-1', '4810_s-a-1', '734_4_s-a-1', '293_s-a-0', '293_2_s-a-0', '3178_s-a-1'} 
Wire:4813, Value:0, Discovered faults:{'676_s-a-1', '708_s-a-1', '676_2_s-a-1', '1182_3_s-a-1', '18_1_s-a-1', '277_2_s-a-0', '277_s-a-0', '147_s-a-1', '1182_s-a-1', '18_s-a-1', '1863_s-a-1', '2554_s-a-1', '4813_s-a-1', '2554_5_s-a-1', '3628_1_s-a-0', '708_6_s-a-1', '2283_s-a-1', '147_2_s-a-1', '3628_s-a-0'} 
Wire:4814, Value:0, Discovered faults:{'3202_1_s-a-1', '4814_s-a-1', '3202_s-a-1'} 
Wire:4817, Value:0, Discovered faults:{'734_5_s-a-1', '734_s-a-1', '3221_1_s-a-1', '4817_s-a-1', '3221_s-a-1', '293_s-a-0', '293_2_s-a-0'} 
Wire:4820, Value:1, Discovered faults:{'100_2_s-a-0', '676_s-a-1', '676_3_s-a-1', '1194_s-a-0', '1892_6_s-a-0', '18_s-a-1', '1194_1_s-a-0', '3293_s-a-0', '4820_s-a-0', '1892_s-a-0', '100_s-a-0', '18_1_s-a-1', '2308_s-a-0', '3293_3_s-a-0'} 
Wire:4823, Value:1, Discovered faults:{'676_s-a-1', '676_3_s-a-1', '124_2_s-a-0', '1194_s-a-0', '18_s-a-1', '1194_1_s-a-0', '2307_s-a-0', '124_s-a-0', '3287_s-a-0', '1892_s-a-0', '4823_s-a-0', '18_1_s-a-1', '3287_3_s-a-0', '1892_5_s-a-0'} 
Wire:4826, Value:0, Discovered faults:{'127_s-a-1', '3281_s-a-1', '2920_s-a-1', '4826_s-a-1', '127_2_s-a-1', '2306_s-a-1', '3281_3_s-a-1'} 
Wire:4829, Value:1, Discovered faults:{'3273_s-a-0', '676_s-a-1', '676_3_s-a-1', '1194_s-a-0', '130_s-a-0', '18_s-a-1', '1194_1_s-a-0', '2305_s-a-0', '4829_s-a-0', '1892_s-a-0', '1892_3_s-a-0', '18_1_s-a-1', '130_2_s-a-0', '3273_3_s-a-0'} 
Wire:4832, Value:0, Discovered faults:{'2304_s-a-1', '3267_s-a-1', '4832_s-a-1', '103_2_s-a-1', '2918_s-a-1', '103_s-a-1', '3267_3_s-a-1'} 
Wire:4835, Value:0, Discovered faults:{'676_s-a-1', '3355_s-a-1', '1194_s-a-0', '2331_s-a-1', '3355_3_s-a-1', '18_1_s-a-1', '2346_s-a-1', '676_3_s-a-1', '1194_3_s-a-0', '18_s-a-1', '2937_s-a-1', '23_2_s-a-1', '4835_s-a-1', '1919_1_s-a-0', '1919_s-a-0', '2331_5_s-a-1', '23_s-a-1'} 
Wire:4838, Value:1, Discovered faults:{'3349_3_s-a-0', '676_s-a-1', '26_s-a-0', '676_3_s-a-1', '2345_s-a-0', '1194_3_s-a-0', '1194_s-a-0', '18_s-a-1', '3349_s-a-0', '4838_s-a-0', '18_1_s-a-1', '1919_s-a-0', '26_2_s-a-0', '1919_5_s-a-0'} 
Wire:4841, Value:0, Discovered faults:{'3343_3_s-a-1', '676_s-a-1', '1194_s-a-0', '2331_s-a-1', '2331_3_s-a-1', '29_s-a-1', '18_1_s-a-1', '4841_s-a-1', '676_3_s-a-1', '29_2_s-a-1', '1194_3_s-a-0', '18_s-a-1', '2344_s-a-1', '2935_s-a-1', '3343_s-a-1', '1919_1_s-a-0', '1919_s-a-0'} 
Wire:4844, Value:0, Discovered faults:{'4844_s-a-1'} 
Wire:4847, Value:1, Discovered faults:{'100_2_s-a-0', '676_s-a-1', '676_3_s-a-1', '1194_s-a-0', '1892_6_s-a-0', '18_s-a-1', '1194_1_s-a-0', '3293_s-a-0', '4847_s-a-0', '3293_4_s-a-0', '1892_s-a-0', '100_s-a-0', '18_1_s-a-1', '2308_s-a-0'} 
Wire:4850, Value:1, Discovered faults:{'676_s-a-1', '676_3_s-a-1', '124_2_s-a-0', '1194_s-a-0', '18_s-a-1', '1194_1_s-a-0', '2307_s-a-0', '124_s-a-0', '3287_s-a-0', '3287_4_s-a-0', '1892_s-a-0', '18_1_s-a-1', '4850_s-a-0', '1892_5_s-a-0'} 
Wire:4853, Value:0, Discovered faults:{'127_s-a-1', '3281_s-a-1', '4853_s-a-1', '2920_s-a-1', '127_2_s-a-1', '2306_s-a-1', '3281_4_s-a-1'} 
Wire:4856, Value:0, Discovered faults:{'2304_s-a-1', '3267_s-a-1', '3267_4_s-a-1', '4856_s-a-1', '103_2_s-a-1', '2918_s-a-1', '103_s-a-1'} 
