Wire:1, Value:0, Discovered faults:{'1_s-a-1'} 
Wire:2204_1, Value:0, Discovered faults:{'2204_s-a-1', '509_s-a-0', '1833_s-a-1', '1596_3_s-a-0', '234_1_s-a-0', '2204_1_s-a-1', '521_s-a-0', '1596_s-a-0', '234_s-a-0', '1833_2_s-a-1', '227_1_s-a-0', '80_s-a-0', '227_s-a-0', '521_2_s-a-0', '509_2_s-a-0', '1064_s-a-0'} 
Wire:2204_2, Value:0, Discovered faults:{'2204_s-a-1', '509_s-a-0', '1833_s-a-1', '1596_3_s-a-0', '234_1_s-a-0', '521_s-a-0', '1596_s-a-0', '234_s-a-0', '1833_2_s-a-1', '227_1_s-a-0', '2204_2_s-a-1', '80_s-a-0', '227_s-a-0', '521_2_s-a-0', '509_2_s-a-0', '1064_s-a-0'} 
Wire:2207_1, Value:1, Discovered faults:{'227_s-a-0', '1457_s-a-1', '1841_2_s-a-0', '234_s-a-0', '1053_5_s-a-1', '1841_s-a-0', '1459_s-a-1', '1606_4_s-a-1', '521_1_s-a-0', '509_s-a-0', '79_s-a-1', '234_1_s-a-0', '1458_s-a-1', '1606_s-a-1', '521_s-a-0', '1066_s-a-1', '1042_s-a-1', '1053_6_s-a-1', '227_1_s-a-0', '2207_s-a-0', '2207_1_s-a-0', '509_1_s-a-0', '1042_6_s-a-1', '1053_s-a-1'} 
Wire:2207_2, Value:1, Discovered faults:{'227_s-a-0', '1457_s-a-1', '1841_2_s-a-0', '234_s-a-0', '2207_2_s-a-0', '1053_5_s-a-1', '1841_s-a-0', '1459_s-a-1', '1606_4_s-a-1', '521_1_s-a-0', '509_s-a-0', '79_s-a-1', '234_1_s-a-0', '1458_s-a-1', '1606_s-a-1', '521_s-a-0', '1066_s-a-1', '1042_s-a-1', '1053_6_s-a-1', '227_1_s-a-0', '2207_s-a-0', '509_1_s-a-0', '1042_6_s-a-1', '1053_s-a-1'} 
Wire:2210_1, Value:1, Discovered faults:{'509_s-a-0', '2210_1_s-a-0', '234_1_s-a-0', '521_s-a-0', '1824_s-a-0', '1824_2_s-a-0', '1596_s-a-0', '234_s-a-0', '1596_2_s-a-0', '227_1_s-a-0', '80_s-a-0', '2210_s-a-0', '227_s-a-0', '521_2_s-a-0', '509_2_s-a-0', '1064_s-a-0'} 
Wire:2210_2, Value:1, Discovered faults:{'509_s-a-0', '234_1_s-a-0', '521_s-a-0', '1824_s-a-0', '1824_2_s-a-0', '1596_s-a-0', '234_s-a-0', '1596_2_s-a-0', '227_1_s-a-0', '80_s-a-0', '2210_s-a-0', '227_s-a-0', '2210_2_s-a-0', '521_2_s-a-0', '509_2_s-a-0', '1064_s-a-0'} 
Wire:2213_1, Value:1, Discovered faults:{'227_s-a-0', '1841_3_s-a-0', '1457_s-a-1', '234_s-a-0', '1053_5_s-a-1', '1841_s-a-0', '1459_s-a-1', '1606_4_s-a-1', '521_1_s-a-0', '509_s-a-0', '79_s-a-1', '234_1_s-a-0', '1458_s-a-1', '1606_s-a-1', '521_s-a-0', '1066_s-a-1', '1042_s-a-1', '1053_6_s-a-1', '227_1_s-a-0', '2213_s-a-0', '2213_1_s-a-0', '509_1_s-a-0', '1042_6_s-a-1', '1053_s-a-1'} 
Wire:2213_2, Value:1, Discovered faults:{'227_s-a-0', '1841_3_s-a-0', '1457_s-a-1', '234_s-a-0', '1053_5_s-a-1', '1841_s-a-0', '1459_s-a-1', '1606_4_s-a-1', '521_1_s-a-0', '509_s-a-0', '79_s-a-1', '234_1_s-a-0', '1458_s-a-1', '1606_s-a-1', '521_s-a-0', '2213_2_s-a-0', '1066_s-a-1', '1042_s-a-1', '1053_6_s-a-1', '227_1_s-a-0', '2213_s-a-0', '509_1_s-a-0', '1042_6_s-a-1', '1053_s-a-1'} 
Wire:2216_1, Value:1, Discovered faults:{'227_s-a-0', '1457_s-a-1', '234_s-a-0', '1053_5_s-a-1', '1841_4_s-a-0', '2216_1_s-a-0', '1841_s-a-0', '1459_s-a-1', '1606_4_s-a-1', '521_1_s-a-0', '509_s-a-0', '79_s-a-1', '234_1_s-a-0', '1458_s-a-1', '1606_s-a-1', '521_s-a-0', '2216_s-a-0', '1066_s-a-1', '1042_s-a-1', '1053_6_s-a-1', '227_1_s-a-0', '509_1_s-a-0', '1042_6_s-a-1', '1053_s-a-1'} 
Wire:2216_2, Value:1, Discovered faults:{'227_s-a-0', '1457_s-a-1', '2216_2_s-a-0', '234_s-a-0', '1053_5_s-a-1', '1841_4_s-a-0', '1841_s-a-0', '1459_s-a-1', '1606_4_s-a-1', '521_1_s-a-0', '509_s-a-0', '79_s-a-1', '234_1_s-a-0', '1458_s-a-1', '1606_s-a-1', '521_s-a-0', '2216_s-a-0', '1066_s-a-1', '1042_s-a-1', '1053_6_s-a-1', '227_1_s-a-0', '509_1_s-a-0', '1042_6_s-a-1', '1053_s-a-1'} 
Wire:2219_1, Value:0, Discovered faults:{'1516_1_s-a-0', '1129_1_s-a-0', '1137_2_s-a-0', '337_1_s-a-0', '2219_s-a-1', '340_2_s-a-0', '1785_s-a-1', '334_1_s-a-0', '2030_s-a-0', '1137_s-a-0', '340_s-a-0', '609_s-a-1', '1776_s-a-1', '901_s-a-1', '1908_s-a-1', '331_s-a-1', '902_s-a-0', '343_s-a-1', '337_s-a-0', '1133_s-a-1', '1513_1_s-a-0', '334_s-a-0', '2219_1_s-a-1', '328_s-a-0', '611_s-a-0', '1133_2_s-a-1', '905_s-a-1', '1784_s-a-1', '1496_s-a-1', '608_s-a-1', '2031_s-a-0', '903_s-a-0', '1777_s-a-1', '1129_s-a-0', '1516_s-a-0', '1513_s-a-0', '328_2_s-a-0', '1909_s-a-1', '1496_1_s-a-1', '343_1_s-a-1', '331_1_s-a-1', '1137_1_s-a-0', '607_s-a-0'} 
Wire:2219_2, Value:0, Discovered faults:{'1516_1_s-a-0', '1129_1_s-a-0', '1137_2_s-a-0', '337_1_s-a-0', '2219_s-a-1', '340_2_s-a-0', '1785_s-a-1', '334_1_s-a-0', '2030_s-a-0', '1137_s-a-0', '340_s-a-0', '609_s-a-1', '1776_s-a-1', '901_s-a-1', '1908_s-a-1', '331_s-a-1', '902_s-a-0', '343_s-a-1', '337_s-a-0', '1133_s-a-1', '1513_1_s-a-0', '334_s-a-0', '328_s-a-0', '611_s-a-0', '1133_2_s-a-1', '905_s-a-1', '1784_s-a-1', '2219_2_s-a-1', '1496_s-a-1', '608_s-a-1', '2031_s-a-0', '903_s-a-0', '1777_s-a-1', '1129_s-a-0', '1516_s-a-0', '1513_s-a-0', '328_2_s-a-0', '1909_s-a-1', '1496_1_s-a-1', '343_1_s-a-1', '331_1_s-a-1', '1137_1_s-a-0', '607_s-a-0'} 
Wire:2358, Value:0, Discovered faults:{'2358_s-a-1'} 
Wire:2359, Value:1, Discovered faults:{'594_s-a-0', '2359_s-a-0', '322_s-a-0', '2113_s-a-1', '2113_1_s-a-1', '322_1_s-a-0'} 
Wire:2364, Value:0, Discovered faults:{'1600_s-a-1', '1836_1_s-a-0', '1455_s-a-1', '234_s-a-0', '2364_s-a-1', '1065_s-a-1', '1454_s-a-1', '1053_3_s-a-1', '68_s-a-1', '521_1_s-a-0', '1456_s-a-1', '234_1_s-a-0', '521_s-a-0', '1600_3_s-a-1', '2185_1_s-a-0', '2185_s-a-0', '1836_s-a-0', '1053_s-a-1'} 
Wire:2365, Value:1, Discovered faults:{'227_s-a-0', '1596_3_s-a-0', '1596_s-a-0', '234_s-a-0', '2365_s-a-0', '2188_s-a-1', '521_2_s-a-0', '1833_1_s-a-1', '1064_s-a-0', '509_s-a-0', '1833_s-a-1', '234_1_s-a-0', '521_s-a-0', '2188_1_s-a-1', '227_1_s-a-0', '80_s-a-0', '509_2_s-a-0'} 
Wire:2366, Value:0, Discovered faults:{'227_s-a-0', '1457_s-a-1', '234_s-a-0', '1841_1_s-a-0', '1053_5_s-a-1', '1841_s-a-0', '1459_s-a-1', '2191_1_s-a-0', '1606_4_s-a-1', '521_1_s-a-0', '509_s-a-0', '79_s-a-1', '234_1_s-a-0', '1458_s-a-1', '1606_s-a-1', '521_s-a-0', '2191_s-a-0', '1066_s-a-1', '1042_s-a-1', '1053_6_s-a-1', '227_1_s-a-0', '2366_s-a-1', '509_1_s-a-0', '1042_6_s-a-1', '1053_s-a-1'} 
Wire:2367, Value:0, Discovered faults:{'1619_s-a-1', '1856_2_s-a-1', '2194_s-a-0', '227_2_s-a-0', '1097_s-a-1', '1619_3_s-a-1', '1075_s-a-1', '1075_2_s-a-1', '76_s-a-1', '550_s-a-0', '1466_s-a-1', '1856_s-a-1', '1468_s-a-1', '2194_1_s-a-0', '1467_s-a-1', '227_s-a-0', '550_1_s-a-0', '2367_s-a-1'} 
Wire:2368, Value:0, Discovered faults:{'1606_2_s-a-1', '1827_1_s-a-0', '2120_s-a-1', '408_s-a-0', '230_s-a-1', '1457_s-a-1', '234_s-a-0', '1827_s-a-0', '1053_5_s-a-1', '1459_s-a-1', '521_1_s-a-0', '509_s-a-0', '79_s-a-1', '234_1_s-a-0', '1458_s-a-1', '1606_s-a-1', '521_s-a-0', '2120_2_s-a-1', '1066_s-a-1', '1042_s-a-1', '1053_6_s-a-1', '1042_6_s-a-1', '227_1_s-a-0', '509_1_s-a-0', '227_s-a-0', '2368_s-a-1', '1053_s-a-1'} 
Wire:2372, Value:0, Discovered faults:{'1600_s-a-1', '1836_2_s-a-0', '1455_s-a-1', '234_s-a-0', '1065_s-a-1', '1454_s-a-1', '1053_3_s-a-1', '68_s-a-1', '2201_1_s-a-0', '521_1_s-a-0', '1456_s-a-1', '2201_s-a-0', '234_1_s-a-0', '521_s-a-0', '1600_3_s-a-1', '2372_s-a-1', '1836_s-a-0', '1053_s-a-1'} 
Wire:2373, Value:1, Discovered faults:{'227_s-a-0', '1596_3_s-a-0', '1596_s-a-0', '234_s-a-0', '1833_2_s-a-1', '2204_s-a-1', '521_2_s-a-0', '1064_s-a-0', '509_s-a-0', '1833_s-a-1', '234_1_s-a-0', '521_s-a-0', '227_1_s-a-0', '2373_s-a-0', '2204_1_s-a-1', '80_s-a-0', '509_2_s-a-0'} 
Wire:2374, Value:0, Discovered faults:{'227_s-a-0', '1457_s-a-1', '1841_2_s-a-0', '234_s-a-0', '1053_5_s-a-1', '1841_s-a-0', '1459_s-a-1', '1606_4_s-a-1', '521_1_s-a-0', '509_s-a-0', '79_s-a-1', '234_1_s-a-0', '1458_s-a-1', '1606_s-a-1', '521_s-a-0', '2374_s-a-1', '1066_s-a-1', '1042_s-a-1', '1053_6_s-a-1', '227_1_s-a-0', '2207_s-a-0', '2207_1_s-a-0', '509_1_s-a-0', '1042_6_s-a-1', '1053_s-a-1'} 
Wire:2375, Value:0, Discovered faults:{'2375_s-a-1', '227_s-a-0', '1824_2_s-a-0', '1596_s-a-0', '234_s-a-0', '80_s-a-0', '2210_s-a-0', '521_2_s-a-0', '1064_s-a-0', '509_s-a-0', '2210_1_s-a-0', '234_1_s-a-0', '521_s-a-0', '1824_s-a-0', '227_1_s-a-0', '1596_2_s-a-0', '509_2_s-a-0'} 
Wire:2376, Value:0, Discovered faults:{'227_s-a-0', '1841_3_s-a-0', '1457_s-a-1', '234_s-a-0', '1053_5_s-a-1', '2376_s-a-1', '1841_s-a-0', '1459_s-a-1', '1606_4_s-a-1', '521_1_s-a-0', '509_s-a-0', '79_s-a-1', '234_1_s-a-0', '1458_s-a-1', '1606_s-a-1', '521_s-a-0', '1066_s-a-1', '1042_s-a-1', '1053_6_s-a-1', '227_1_s-a-0', '2213_s-a-0', '2213_1_s-a-0', '509_1_s-a-0', '1042_6_s-a-1', '1053_s-a-1'} 
Wire:2377, Value:1, Discovered faults:{'594_s-a-0', '2377_s-a-0', '322_s-a-0', '2113_2_s-a-1', '2113_s-a-1', '322_1_s-a-0'} 
Wire:2382, Value:0, Discovered faults:{'2382_s-a-1', '594_s-a-0', '2113_3_s-a-1', '322_s-a-0', '2113_s-a-1', '322_1_s-a-0'} 
Wire:2386, Value:0, Discovered faults:{'2386_s-a-1'} 
Wire:2391, Value:0, Discovered faults:{'2391_s-a-1', '594_s-a-0', '2113_4_s-a-1', '322_s-a-0', '2113_s-a-1', '322_1_s-a-0'} 
Wire:2395, Value:1, Discovered faults:{'2395_s-a-0', '594_s-a-0', '2113_5_s-a-1', '322_s-a-0', '2113_s-a-1', '322_1_s-a-0'} 
Wire:2400, Value:1, Discovered faults:{'1516_1_s-a-0', '1129_1_s-a-0', '1137_2_s-a-0', '337_1_s-a-0', '2219_s-a-1', '340_2_s-a-0', '1785_s-a-1', '334_1_s-a-0', '2030_s-a-0', '1137_s-a-0', '340_s-a-0', '609_s-a-1', '1776_s-a-1', '901_s-a-1', '1908_s-a-1', '331_s-a-1', '902_s-a-0', '343_s-a-1', '337_s-a-0', '1133_s-a-1', '1513_1_s-a-0', '334_s-a-0', '2219_1_s-a-1', '328_s-a-0', '611_s-a-0', '1133_2_s-a-1', '905_s-a-1', '1784_s-a-1', '1496_s-a-1', '608_s-a-1', '2031_s-a-0', '903_s-a-0', '1777_s-a-1', '1129_s-a-0', '1516_s-a-0', '1513_s-a-0', '2400_s-a-0', '328_2_s-a-0', '1909_s-a-1', '1496_1_s-a-1', '343_1_s-a-1', '331_1_s-a-1', '1137_1_s-a-0', '607_s-a-0'} 
Wire:2403, Value:0, Discovered faults:{'227_s-a-0', '1457_s-a-1', '234_s-a-0', '1053_5_s-a-1', '2403_s-a-1', '1841_4_s-a-0', '2216_1_s-a-0', '1841_s-a-0', '1459_s-a-1', '1606_4_s-a-1', '521_1_s-a-0', '509_s-a-0', '79_s-a-1', '234_1_s-a-0', '1458_s-a-1', '1606_s-a-1', '521_s-a-0', '2216_s-a-0', '1066_s-a-1', '1042_s-a-1', '1053_6_s-a-1', '227_1_s-a-0', '509_1_s-a-0', '1042_6_s-a-1', '1053_s-a-1'} 
Wire:2406, Value:1, Discovered faults:{'1516_1_s-a-0', '1129_1_s-a-0', '1137_2_s-a-0', '337_1_s-a-0', '2219_s-a-1', '340_2_s-a-0', '1785_s-a-1', '334_1_s-a-0', '2030_s-a-0', '1137_s-a-0', '340_s-a-0', '609_s-a-1', '1776_s-a-1', '901_s-a-1', '1908_s-a-1', '331_s-a-1', '902_s-a-0', '343_s-a-1', '337_s-a-0', '1133_s-a-1', '1513_1_s-a-0', '334_s-a-0', '328_s-a-0', '611_s-a-0', '1133_2_s-a-1', '905_s-a-1', '1784_s-a-1', '2219_2_s-a-1', '1496_s-a-1', '608_s-a-1', '2031_s-a-0', '903_s-a-0', '1777_s-a-1', '1129_s-a-0', '1516_s-a-0', '1513_s-a-0', '328_2_s-a-0', '1909_s-a-1', '1496_1_s-a-1', '343_1_s-a-1', '2406_s-a-0', '331_1_s-a-1', '1137_1_s-a-0', '607_s-a-0'} 
Wire:2407, Value:1, Discovered faults:{'1544_s-a-0', '2052_s-a-0', '2407_s-a-0', '637_1_s-a-1', '16_1_s-a-1', '2303_s-a-1', '19_s-a-0', '1173_s-a-0', '637_s-a-1', '2052_2_s-a-0', '16_s-a-1', '1173_1_s-a-0'} 
Wire:2408, Value:0, Discovered faults:{'2305_s-a-0', '578_s-a-0', '4_s-a-1', '1222_s-a-0', '1545_s-a-1', '1222_2_s-a-0', '2055_2_s-a-1', '578_1_s-a-0', '259_s-a-1', '1911_s-a-1', '2408_s-a-1', '2055_s-a-1', '259_1_s-a-1'} 
Wire:2409, Value:1, Discovered faults:{'655_1_s-a-1', '655_s-a-1', '1225_2_s-a-1', '263_s-a-0', '1225_s-a-1', '263_1_s-a-0', '2409_s-a-0'} 
Wire:2410, Value:1, Discovered faults:{'2410_s-a-0'} 
Wire:2411, Value:1, Discovered faults:{'2411_s-a-0'} 
Wire:2412, Value:1, Discovered faults:{'1234_2_s-a-1', '1234_s-a-1', '2412_s-a-0', '667_s-a-1', '667_1_s-a-1', '272_1_s-a-0', '272_s-a-0'} 
Wire:2413, Value:1, Discovered faults:{'275_s-a-0', '1237_s-a-1', '1237_2_s-a-1', '671_s-a-1', '671_1_s-a-1', '275_1_s-a-0', '2413_s-a-0'} 
Wire:2414, Value:0, Discovered faults:{'675_s-a-0', '2073_s-a-1', '1917_s-a-1', '1240_s-a-0', '1240_2_s-a-0', '278_s-a-1', '2073_2_s-a-1', '675_1_s-a-0', '278_1_s-a-1', '2414_s-a-1', '6_s-a-1', '1551_s-a-1', '2317_s-a-0'} 
Wire:2415, Value:1, Discovered faults:{'16_2_s-a-1', '24_s-a-0', '1178_5_s-a-0', '2319_s-a-1', '2076_2_s-a-0', '1178_s-a-0', '643_s-a-1', '643_1_s-a-1', '2076_s-a-0', '2415_s-a-0', '16_s-a-1', '1552_s-a-0'} 
Wire:2416, Value:1, Discovered faults:{'2416_s-a-0'} 
Wire:2417, Value:0, Discovered faults:{'1676_2_s-a-0', '1146_4_s-a-0', '1146_2_s-a-0', '130_s-a-0', '1146_s-a-0', '2171_s-a-1', '1531_s-a-0', '613_s-a-1', '625_8_s-a-0', '1708_s-a-0', '625_s-a-0', '1919_s-a-1', '2172_s-a-0', '119_s-a-0', '1676_s-a-0', '2417_s-a-1', '1942_s-a-0', '319_2_s-a-1', '319_s-a-1', '322_2_s-a-0', '625_7_s-a-0', '1708_1_s-a-0', '613_1_s-a-1', '2322_s-a-0', '322_s-a-0', '1942_1_s-a-0', '1534_s-a-0'} 
Wire:2421, Value:0, Discovered faults:{'1945_s-a-0', '1686_3_s-a-0', '2323_s-a-0', '128_s-a-0', '1948_1_s-a-0', '1146_s-a-0', '1540_s-a-0', '2324_s-a-0', '613_s-a-1', '129_s-a-0', '625_9_s-a-0', '625_s-a-0', '1681_2_s-a-0', '1681_s-a-0', '1945_1_s-a-0', '319_2_s-a-1', '1146_8_s-a-0', '319_s-a-1', '625_10_s-a-0', '1537_s-a-0', '1146_6_s-a-0', '322_2_s-a-0', '1686_s-a-0', '1948_s-a-0', '613_1_s-a-1', '2174_s-a-1', '2421_s-a-1', '322_s-a-0', '2173_s-a-1'} 
Wire:2425, Value:0, Discovered faults:{'1690_s-a-1', '1541_s-a-1', '594_s-a-0', '1482_s-a-1', '1637_4_s-a-1', '1951_2_s-a-1', '2425_s-a-1', '1690_2_s-a-1', '322_1_s-a-0', '127_s-a-1', '1172_s-a-1', '1637_s-a-1', '1124_s-a-1', '1483_s-a-1', '1543_s-a-1', '1954_2_s-a-1', '126_s-a-1', '1113_2_s-a-1', '1113_s-a-1', '594_1_s-a-0', '1113_1_s-a-1', '2325_s-a-0', '2326_s-a-0', '322_s-a-0', '1542_s-a-1', '1481_s-a-1', '1951_s-a-1', '1954_s-a-1'} 
Wire:2428, Value:0, Discovered faults:{'29_s-a-1', '1251_s-a-0', '287_1_s-a-1', '2095_s-a-1', '2095_2_s-a-1', '32_s-a-1', '693_3_s-a-1', '29_1_s-a-1', '687_1_s-a-0', '2428_s-a-1', '693_s-a-1', '287_s-a-1', '1565_s-a-1', '2330_s-a-0', '687_s-a-0', '1929_s-a-1', '1251_2_s-a-0'} 
Wire:2429, Value:1, Discovered faults:{'2429_s-a-0'} 
Wire:2430, Value:1, Discovered faults:{'1200_s-a-0', '29_s-a-1', '2334_s-a-1', '1567_s-a-0', '33_s-a-0', '1200_4_s-a-0', '2430_s-a-0', '2101_s-a-0', '693_1_s-a-1', '693_s-a-1', '2101_2_s-a-0', '29_1_s-a-1'} 
Wire:2431, Value:1, Discovered faults:{'1260_2_s-a-1', '715_s-a-1', '1260_s-a-1', '2431_s-a-0', '301_s-a-0', '715_1_s-a-1', '301_2_s-a-0'} 
Wire:2432, Value:1, Discovered faults:{'1263_s-a-1', '2432_s-a-0', '305_s-a-0', '1263_2_s-a-1', '719_1_s-a-1', '305_2_s-a-0', '719_s-a-1'} 
Wire:2433, Value:1, Discovered faults:{'2433_s-a-0', '1266_s-a-1', '723_1_s-a-1', '309_2_s-a-0', '309_s-a-0', '1266_2_s-a-1', '723_s-a-1'} 
Wire:2434, Value:1, Discovered faults:{'2128_s-a-0', '2434_s-a-0', '1612_s-a-1', '1462_s-a-1', '1848_3_s-a-1', '1053_s-a-1', '234_s-a-0', '2128_1_s-a-0', '1612_1_s-a-1', '1848_s-a-1', '521_1_s-a-0', '1053_8_s-a-1', '78_s-a-1', '234_1_s-a-0', '521_s-a-0', '1461_s-a-1', '1460_s-a-1', '1067_s-a-1', '1053_7_s-a-1'} 
Wire:2437, Value:1, Discovered faults:{'77_s-a-1', '1068_s-a-1', '1465_s-a-1', '1464_s-a-1', '2135_s-a-0', '2135_1_s-a-0', '1615_s-a-1', '1852_3_s-a-1', '2437_s-a-0', '1852_s-a-1', '1463_s-a-1', '1615_2_s-a-1'} 
Wire:2440, Value:1, Discovered faults:{'1099_s-a-1', '2440_s-a-0', '227_2_s-a-0', '1628_1_s-a-1', '1628_s-a-1', '562_s-a-0', '234_s-a-0', '1472_s-a-1', '1086_6_s-a-1', '1075_s-a-1', '2144_s-a-0', '1086_5_s-a-1', '562_1_s-a-0', '1473_s-a-1', '550_s-a-0', '1474_s-a-1', '74_s-a-1', '1075_6_s-a-1', '1086_s-a-1', '1870_2_s-a-1', '2144_1_s-a-0', '1870_s-a-1', '227_s-a-0', '550_1_s-a-0', '234_2_s-a-0'} 
Wire:2443, Value:0, Discovered faults:{'2141_1_s-a-1', '227_2_s-a-0', '1624_s-a-0', '562_s-a-0', '234_s-a-0', '1098_s-a-0', '1624_2_s-a-0', '562_3_s-a-0', '1863_s-a-0', '550_s-a-0', '550_3_s-a-0', '75_s-a-0', '1863_2_s-a-0', '2141_s-a-1', '227_s-a-0', '2443_s-a-1', '234_2_s-a-0'} 
Wire:2446, Value:0, Discovered faults:{'227_2_s-a-0', '1634_1_s-a-0', '562_s-a-0', '234_s-a-0', '1634_s-a-0', '550_6_s-a-0', '550_s-a-0', '1880_2_s-a-0', '72_s-a-0', '1101_s-a-0', '562_6_s-a-0', '2446_s-a-1', '234_2_s-a-0', '2150_s-a-1', '1880_s-a-0', '227_s-a-0', '2150_1_s-a-1'} 
Wire:2449, Value:1, Discovered faults:{'1477_s-a-1', '1875_s-a-1', '1875_2_s-a-1', '562_s-a-0', '234_s-a-0', '1475_s-a-1', '2147_1_s-a-0', '1476_s-a-1', '1086_7_s-a-1', '73_s-a-1', '2147_s-a-0', '1086_s-a-1', '234_2_s-a-0', '1631_1_s-a-1', '2449_s-a-0', '1631_s-a-1', '562_1_s-a-0', '1100_s-a-1'} 
Wire:2452, Value:1, Discovered faults:{'227_s-a-0', '1606_2_s-a-1', '1457_s-a-1', '234_s-a-0', '1827_s-a-0', '1053_5_s-a-1', '1459_s-a-1', '2197_1_s-a-1', '521_1_s-a-0', '509_s-a-0', '79_s-a-1', '234_1_s-a-0', '1458_s-a-1', '1606_s-a-1', '521_s-a-0', '1827_2_s-a-0', '1066_s-a-1', '1042_s-a-1', '1053_6_s-a-1', '227_1_s-a-0', '2197_s-a-1', '509_1_s-a-0', '1042_6_s-a-1', '2452_s-a-0', '1053_s-a-1'} 
Wire:2453, Value:1, Discovered faults:{'227_s-a-0', '1606_2_s-a-1', '2197_2_s-a-1', '1457_s-a-1', '234_s-a-0', '1827_s-a-0', '1053_5_s-a-1', '2453_s-a-0', '1459_s-a-1', '521_1_s-a-0', '509_s-a-0', '79_s-a-1', '234_1_s-a-0', '1458_s-a-1', '1606_s-a-1', '521_s-a-0', '1827_2_s-a-0', '1066_s-a-1', '1042_s-a-1', '1053_6_s-a-1', '227_1_s-a-0', '2197_s-a-1', '509_1_s-a-0', '1042_6_s-a-1', '1053_s-a-1'} 
Wire:2454, Value:1, Discovered faults:{'2128_s-a-0', '1612_s-a-1', '2128_2_s-a-0', '1462_s-a-1', '1848_3_s-a-1', '1053_s-a-1', '234_s-a-0', '1612_1_s-a-1', '1848_s-a-1', '2454_s-a-0', '521_1_s-a-0', '1053_8_s-a-1', '78_s-a-1', '234_1_s-a-0', '521_s-a-0', '1461_s-a-1', '1460_s-a-1', '1067_s-a-1', '1053_7_s-a-1'} 
Wire:2457, Value:1, Discovered faults:{'1099_s-a-1', '2144_2_s-a-0', '227_2_s-a-0', '1628_1_s-a-1', '1628_s-a-1', '562_s-a-0', '234_s-a-0', '1472_s-a-1', '1086_6_s-a-1', '1075_s-a-1', '2144_s-a-0', '1086_5_s-a-1', '562_1_s-a-0', '2457_s-a-0', '1473_s-a-1', '550_s-a-0', '1474_s-a-1', '74_s-a-1', '1075_6_s-a-1', '1086_s-a-1', '1870_2_s-a-1', '1870_s-a-1', '227_s-a-0', '550_1_s-a-0', '234_2_s-a-0'} 
Wire:2460, Value:0, Discovered faults:{'227_2_s-a-0', '1624_s-a-0', '562_s-a-0', '234_s-a-0', '1098_s-a-0', '2460_s-a-1', '1624_2_s-a-0', '562_3_s-a-0', '1863_s-a-0', '550_s-a-0', '550_3_s-a-0', '2141_2_s-a-1', '75_s-a-0', '1863_2_s-a-0', '2141_s-a-1', '227_s-a-0', '234_2_s-a-0'} 
Wire:2463, Value:0, Discovered faults:{'2463_s-a-1', '227_2_s-a-0', '1634_1_s-a-0', '562_s-a-0', '234_s-a-0', '1634_s-a-0', '550_6_s-a-0', '550_s-a-0', '1880_2_s-a-0', '72_s-a-0', '1101_s-a-0', '562_6_s-a-0', '2150_s-a-1', '1880_s-a-0', '227_s-a-0', '2150_2_s-a-1', '234_2_s-a-0'} 
Wire:2466, Value:1, Discovered faults:{'1477_s-a-1', '2466_s-a-0', '1875_s-a-1', '1875_2_s-a-1', '562_s-a-0', '234_s-a-0', '1475_s-a-1', '1476_s-a-1', '1086_7_s-a-1', '73_s-a-1', '2147_2_s-a-0', '2147_s-a-0', '1086_s-a-1', '234_2_s-a-0', '1631_1_s-a-1', '1631_s-a-1', '562_1_s-a-0', '1100_s-a-1'} 
Wire:2469, Value:1, Discovered faults:{'1606_2_s-a-1', '1827_1_s-a-0', '2120_s-a-1', '408_s-a-0', '230_s-a-1', '1457_s-a-1', '234_s-a-0', '1827_s-a-0', '1053_5_s-a-1', '1459_s-a-1', '521_1_s-a-0', '509_s-a-0', '79_s-a-1', '234_1_s-a-0', '1458_s-a-1', '1606_s-a-1', '521_s-a-0', '1066_s-a-1', '2120_4_s-a-1', '1042_s-a-1', '1053_6_s-a-1', '1042_6_s-a-1', '2469_s-a-0', '227_1_s-a-0', '509_1_s-a-0', '227_s-a-0', '1053_s-a-1'} 
Wire:2472, Value:1, Discovered faults:{'2128_s-a-0', '1612_s-a-1', '1462_s-a-1', '1848_3_s-a-1', '1053_s-a-1', '234_s-a-0', '1612_1_s-a-1', '1848_s-a-1', '2472_s-a-0', '521_1_s-a-0', '1053_8_s-a-1', '78_s-a-1', '234_1_s-a-0', '521_s-a-0', '1461_s-a-1', '1460_s-a-1', '2128_3_s-a-0', '1067_s-a-1', '1053_7_s-a-1'} 
Wire:2475, Value:1, Discovered faults:{'77_s-a-1', '1068_s-a-1', '2475_s-a-0', '1465_s-a-1', '1464_s-a-1', '2135_s-a-0', '1615_s-a-1', '1852_3_s-a-1', '2135_2_s-a-0', '1852_s-a-1', '1463_s-a-1', '1615_2_s-a-1'} 
Wire:2478, Value:1, Discovered faults:{'2128_s-a-0', '1612_s-a-1', '1462_s-a-1', '2128_4_s-a-0', '1848_3_s-a-1', '1053_s-a-1', '234_s-a-0', '2478_s-a-0', '1612_1_s-a-1', '1848_s-a-1', '521_1_s-a-0', '1053_8_s-a-1', '78_s-a-1', '234_1_s-a-0', '521_s-a-0', '1461_s-a-1', '1460_s-a-1', '1067_s-a-1', '1053_7_s-a-1'} 
