Wire:1, Value:0, Discovered faults:{'1_s-a-1'} 
Wire:4436, Value:1, Discovered faults:{'1573_5_s-a-0', '3962_s-a-0', '2962_s-a-0', '332_2_s-a-0', '332_s-a-0', '4436_s-a-0', '3962_4_s-a-0', '1573_s-a-0', '307_s-a-0'} 
Wire:4440, Value:0, Discovered faults:{'479_s-a-1', '4440_s-a-1', '479_10_s-a-1'} 
Wire:4445, Value:0, Discovered faults:{'4445_s-a-1', '490_s-a-1', '490_10_s-a-1'} 
Wire:4451, Value:0, Discovered faults:{'4451_s-a-1', '503_s-a-1', '503_10_s-a-1'} 
Wire:4456, Value:1, Discovered faults:{'2957_s-a-0', '523_10_s-a-0', '348_s-a-0', '4456_s-a-0', '3933_2_s-a-0', '523_s-a-0', '332_s-a-0', '348_2_s-a-0', '1566_5_s-a-0', '332_1_s-a-0', '3933_s-a-0', '1566_s-a-0'} 
Wire:4462, Value:0, Discovered faults:{'4462_s-a-1'} 
Wire:4469, Value:0, Discovered faults:{'1566_1_s-a-0', '2942_2_s-a-1', '3921_s-a-1', '2942_s-a-1', '366_s-a-1', '366_2_s-a-1', '332_s-a-0', '4469_s-a-1', '3921_3_s-a-1', '332_1_s-a-0', '2955_s-a-1', '1566_s-a-0', '3724_s-a-1'} 
Wire:4477, Value:1, Discovered faults:{'1566_1_s-a-0', '4477_s-a-0', '2942_2_s-a-1', '3921_s-a-1', '2942_s-a-1', '366_s-a-1', '366_2_s-a-1', '332_s-a-0', '3921_4_s-a-1', '332_1_s-a-0', '2955_s-a-1', '1566_s-a-0', '3724_s-a-1'} 
Wire:4512, Value:0, Discovered faults:{'2948_5_s-a-1', '1573_1_s-a-0', '3731_s-a-1', '299_s-a-1', '3968_s-a-1', '299_2_s-a-1', '332_2_s-a-0', '332_s-a-0', '2963_s-a-1', '3968_3_s-a-1', '4512_s-a-1', '2948_s-a-1', '1573_s-a-0'} 
Wire:4515, Value:1, Discovered faults:{'3003_1_s-a-0', '206_s-a-0', '3003_s-a-0', '1469_s-a-0', '248_2_s-a-1', '1469_2_s-a-0', '4183_s-a-1', '3754_s-a-1', '3758_s-a-1', '206_1_s-a-0', '248_s-a-1', '1315_10_s-a-1', '3980_s-a-1', '4515_s-a-0', '1315_s-a-1'} 
Wire:4516, Value:1, Discovered faults:{'4516_s-a-0', '206_s-a-0', '1469_s-a-0', '248_2_s-a-1', '3981_s-a-1', '4184_s-a-1', '3756_s-a-1', '1315_11_s-a-1', '3760_s-a-1', '3010_1_s-a-0', '206_1_s-a-0', '3010_s-a-0', '248_s-a-1', '1469_4_s-a-0', '1315_s-a-1'} 
Wire:4521, Value:1, Discovered faults:{'4008_1_s-a-1', '372_s-a-1', '4521_s-a-0', '2954_s-a-1', '4008_s-a-1', '3723_s-a-1'} 
Wire:4523, Value:1, Discovered faults:{'4011_s-a-1', '4523_s-a-0', '4011_1_s-a-1', '3680_s-a-1', '289_s-a-1', '289_2_s-a-1', '2867_s-a-1'} 
Wire:4524, Value:0, Discovered faults:{'254_s-a-0', '254_2_s-a-0', '281_s-a-1', '3920_s-a-0', '3466_s-a-0', '281_3_s-a-1', '3722_s-a-0', '2932_s-a-0', '3462_s-a-1', '1685_s-a-0', '4524_s-a-1', '1560_1_s-a-1', '4198_s-a-0', '281_4_s-a-1', '1685_7_s-a-0', '2937_s-a-1', '1560_s-a-1', '1563_2_s-a-1', '1563_s-a-1', '374_6_s-a-1', '3718_s-a-1', '374_s-a-1'} 
Wire:4532, Value:0, Discovered faults:{'4532_s-a-1', '361_1_s-a-0', '3502_s-a-1', '2999_s-a-1', '3757_s-a-1', '1630_1_s-a-0', '3984_2_s-a-0', '1315_8_s-a-1', '3984_s-a-0', '3013_s-a-1', '248_2_s-a-1', '248_s-a-1', '361_s-a-0', '1315_s-a-1', '1630_s-a-0'} 
Wire:4547, Value:0, Discovered faults:{'625_5_s-a-0', '1814_1_s-a-0', '3180_1_s-a-1', '625_s-a-0', '3180_s-a-1', '1814_s-a-0', '4547_s-a-1'} 
Wire:4548, Value:1, Discovered faults:{'206_s-a-0', '335_2_s-a-1', '2861_s-a-0', '3893_3_s-a-0', '1462_s-a-1', '1462_1_s-a-1', '3689_s-a-0', '206_2_s-a-0', '4548_s-a-0', '3893_s-a-0', '2861_5_s-a-0', '335_s-a-1'} 
Wire:4551, Value:0, Discovered faults:{'3887_3_s-a-1', '335_2_s-a-1', '1462_s-a-1', '2875_s-a-1', '4551_s-a-1', '1462_5_s-a-1', '3887_s-a-1', '210_s-a-1', '3688_s-a-1', '210_6_s-a-1', '335_s-a-1'} 
Wire:4554, Value:0, Discovered faults:{'3881_s-a-1', '4554_s-a-1', '218_s-a-1', '3687_s-a-1', '218_6_s-a-1', '3881_3_s-a-1', '2874_s-a-1'} 
Wire:4557, Value:1, Discovered faults:{'335_2_s-a-1', '2861_s-a-0', '335_s-a-1', '1462_s-a-1', '4557_s-a-0', '226_s-a-0', '1462_1_s-a-1', '3873_s-a-0', '3686_s-a-0', '3873_3_s-a-0', '2861_2_s-a-0', '226_6_s-a-0'} 
Wire:4560, Value:1, Discovered faults:{'335_2_s-a-1', '2861_s-a-0', '3685_s-a-0', '1462_s-a-1', '1462_1_s-a-1', '4560_s-a-0', '234_6_s-a-0', '234_s-a-0', '3867_3_s-a-0', '2861_1_s-a-0', '3867_s-a-0', '335_s-a-1'} 
Wire:4563, Value:1, Discovered faults:{'1455_1_s-a-1', '2855_s-a-0', '1455_s-a-1', '257_s-a-0', '3861_s-a-0', '2855_5_s-a-0', '3861_3_s-a-0', '3684_s-a-0', '257_6_s-a-0', '335_1_s-a-1', '4563_s-a-0', '335_s-a-1'} 
Wire:4566, Value:0, Discovered faults:{'2870_s-a-1', '3855_s-a-1', '4566_s-a-1', '265_s-a-1', '3683_s-a-1', '265_6_s-a-1', '3855_3_s-a-1'} 
Wire:4569, Value:1, Discovered faults:{'3849_s-a-0', '1455_1_s-a-1', '2855_s-a-0', '1455_s-a-1', '2855_3_s-a-0', '3682_s-a-0', '273_6_s-a-0', '335_1_s-a-1', '3849_3_s-a-0', '335_s-a-1', '273_s-a-0', '4569_s-a-0'} 
Wire:4572, Value:0, Discovered faults:{'4572_s-a-1', '281_s-a-1', '3681_s-a-1', '2868_s-a-1', '3842_3_s-a-1', '3842_s-a-1', '281_6_s-a-1'} 
Wire:4575, Value:0, Discovered faults:{'335_2_s-a-1', '2861_s-a-0', '335_s-a-1', '1462_s-a-1', '3873_4_s-a-0', '226_s-a-0', '1462_1_s-a-1', '4575_s-a-1', '3873_s-a-0', '3686_s-a-0', '2861_2_s-a-0', '226_6_s-a-0'} 
Wire:4578, Value:1, Discovered faults:{'206_s-a-0', '335_2_s-a-1', '2861_s-a-0', '1462_s-a-1', '1462_1_s-a-1', '3689_s-a-0', '206_2_s-a-0', '4578_s-a-0', '3893_s-a-0', '2861_5_s-a-0', '3893_4_s-a-0', '335_s-a-1'} 
Wire:4581, Value:0, Discovered faults:{'335_2_s-a-1', '1462_s-a-1', '2875_s-a-1', '3887_4_s-a-1', '1462_5_s-a-1', '3887_s-a-1', '210_s-a-1', '3688_s-a-1', '210_6_s-a-1', '4581_s-a-1', '335_s-a-1'} 
Wire:4584, Value:0, Discovered faults:{'3881_s-a-1', '218_s-a-1', '3881_4_s-a-1', '3687_s-a-1', '218_6_s-a-1', '4584_s-a-1', '2874_s-a-1'} 
Wire:4587, Value:1, Discovered faults:{'335_2_s-a-1', '2861_s-a-0', '3685_s-a-0', '1462_s-a-1', '3867_4_s-a-0', '1462_1_s-a-1', '234_6_s-a-0', '234_s-a-0', '2861_1_s-a-0', '3867_s-a-0', '4587_s-a-0', '335_s-a-1'} 
Wire:4590, Value:1, Discovered faults:{'1455_1_s-a-1', '2855_s-a-0', '1455_s-a-1', '3861_4_s-a-0', '257_s-a-0', '3861_s-a-0', '2855_5_s-a-0', '4590_s-a-0', '3684_s-a-0', '257_6_s-a-0', '335_1_s-a-1', '335_s-a-1'} 
Wire:4593, Value:0, Discovered faults:{'2870_s-a-1', '4593_s-a-1', '3855_s-a-1', '3855_4_s-a-1', '265_s-a-1', '3683_s-a-1', '265_6_s-a-1'} 
Wire:4596, Value:1, Discovered faults:{'3849_4_s-a-0', '3849_s-a-0', '1455_1_s-a-1', '2855_s-a-0', '1455_s-a-1', '2855_3_s-a-0', '3682_s-a-0', '4596_s-a-0', '273_6_s-a-0', '335_1_s-a-1', '335_s-a-1', '273_s-a-0'} 
Wire:4599, Value:1, Discovered faults:{'335_2_s-a-1', '2861_s-a-0', '335_s-a-1', '1462_s-a-1', '226_s-a-0', '1462_1_s-a-1', '4599_s-a-0', '3873_s-a-0', '3686_s-a-0', '2861_2_s-a-0', '226_6_s-a-0', '3873_5_s-a-0'} 
Wire:4602, Value:0, Discovered faults:{'3842_4_s-a-1', '281_s-a-1', '3681_s-a-1', '4602_s-a-1', '2868_s-a-1', '3842_s-a-1', '281_6_s-a-1'} 
Wire:4605, Value:0, Discovered faults:{'335_2_s-a-1', '2861_s-a-0', '335_s-a-1', '1462_s-a-1', '3873_6_s-a-0', '226_s-a-0', '1462_1_s-a-1', '3873_s-a-0', '3686_s-a-0', '4605_s-a-1', '2861_2_s-a-0', '226_6_s-a-0'} 
Wire:4608, Value:1, Discovered faults:{'374_11_s-a-1', '281_s-a-1', '3842_5_s-a-1', '2868_s-a-1', '4608_s-a-0', '3681_s-a-1', '374_s-a-1', '3842_s-a-1', '281_6_s-a-1'} 
Wire:4611, Value:1, Discovered faults:{'315_s-a-0', '3956_s-a-0', '3956_3_s-a-0', '1573_4_s-a-0', '2961_s-a-0', '332_2_s-a-0', '332_s-a-0', '4611_s-a-0', '1573_s-a-0'} 
Wire:4614, Value:1, Discovered faults:{'4614_s-a-0', '323_s-a-0', '3948_3_s-a-0', '332_2_s-a-0', '332_s-a-0', '2960_s-a-0', '1573_3_s-a-0', '1573_s-a-0', '3948_s-a-0'} 
Wire:4617, Value:1, Discovered faults:{'1573_2_s-a-0', '3942_3_s-a-0', '332_2_s-a-0', '3942_s-a-0', '332_s-a-0', '331_s-a-0', '4617_s-a-0', '2959_s-a-0', '1573_s-a-0'} 
Wire:4621, Value:1, Discovered faults:{'2957_s-a-0', '348_s-a-0', '332_s-a-0', '348_2_s-a-0', '1566_5_s-a-0', '332_1_s-a-0', '3933_s-a-0', '1566_s-a-0', '3933_3_s-a-0', '4621_s-a-0'} 
Wire:4624, Value:0, Discovered faults:{'358_s-a-1', '3927_3_s-a-1', '3927_s-a-1', '4624_s-a-1', '358_2_s-a-1', '2956_s-a-1', '3725_s-a-1'} 
Wire:4627, Value:0, Discovered faults:{'3948_4_s-a-0', '323_s-a-0', '4627_s-a-1', '332_2_s-a-0', '332_s-a-0', '2960_s-a-0', '1573_3_s-a-0', '1573_s-a-0', '3948_s-a-0'} 
Wire:4630, Value:1, Discovered faults:{'315_s-a-0', '3956_s-a-0', '3956_4_s-a-0', '1573_4_s-a-0', '2961_s-a-0', '4630_s-a-0', '332_2_s-a-0', '332_s-a-0', '1573_s-a-0'} 
Wire:4633, Value:1, Discovered faults:{'1573_2_s-a-0', '4633_s-a-0', '332_2_s-a-0', '3942_s-a-0', '332_s-a-0', '331_s-a-0', '3942_4_s-a-0', '2959_s-a-0', '1573_s-a-0'} 
Wire:4637, Value:1, Discovered faults:{'2957_s-a-0', '348_s-a-0', '4637_s-a-0', '3933_4_s-a-0', '332_s-a-0', '348_2_s-a-0', '1566_5_s-a-0', '332_1_s-a-0', '3933_s-a-0', '1566_s-a-0'} 
Wire:4640, Value:0, Discovered faults:{'3927_4_s-a-1', '358_s-a-1', '3927_s-a-1', '4640_s-a-1', '358_2_s-a-1', '2956_s-a-1', '3725_s-a-1'} 
Wire:4643, Value:1, Discovered faults:{'323_s-a-0', '3948_5_s-a-0', '332_2_s-a-0', '332_s-a-0', '2960_s-a-0', '4643_s-a-0', '1573_3_s-a-0', '1573_s-a-0', '3948_s-a-0'} 
Wire:4646, Value:0, Discovered faults:{'323_s-a-0', '332_2_s-a-0', '332_s-a-0', '2960_s-a-0', '4646_s-a-1', '1573_3_s-a-0', '1573_s-a-0', '3948_6_s-a-0', '3948_s-a-0'} 
Wire:4649, Value:0, Discovered faults:{'358_s-a-1', '3927_s-a-1', '3927_5_s-a-1', '358_2_s-a-1', '2956_s-a-1', '3725_s-a-1', '4649_s-a-1'} 
Wire:4652, Value:1, Discovered faults:{'2957_s-a-0', '348_s-a-0', '3933_5_s-a-0', '332_s-a-0', '348_2_s-a-0', '1566_5_s-a-0', '332_1_s-a-0', '3933_s-a-0', '1566_s-a-0', '4652_s-a-0'} 
Wire:4655, Value:0, Discovered faults:{'1566_1_s-a-0', '4655_s-a-1', '2942_2_s-a-1', '3921_s-a-1', '2942_s-a-1', '366_s-a-1', '366_2_s-a-1', '3921_5_s-a-1', '332_s-a-0', '332_1_s-a-0', '2955_s-a-1', '1566_s-a-0', '3724_s-a-1'} 
Wire:4658, Value:1, Discovered faults:{'1573_2_s-a-0', '3942_5_s-a-0', '332_2_s-a-0', '3942_s-a-0', '332_s-a-0', '331_s-a-0', '4658_s-a-0', '2959_s-a-0', '1573_s-a-0'} 
Wire:4662, Value:1, Discovered faults:{'315_s-a-0', '3956_s-a-0', '1573_4_s-a-0', '2961_s-a-0', '3956_5_s-a-0', '332_2_s-a-0', '332_s-a-0', '4662_s-a-0', '1573_s-a-0'} 
Wire:4665, Value:1, Discovered faults:{'323_s-a-0', '4665_s-a-0', '1573_s-a-0', '332_2_s-a-0', '332_s-a-0', '2960_s-a-0', '1573_3_s-a-0', '3948_7_s-a-0', '3948_s-a-0'} 
Wire:4668, Value:0, Discovered faults:{'3968_4_s-a-1', '2948_5_s-a-1', '1573_1_s-a-0', '3731_s-a-1', '299_s-a-1', '3968_s-a-1', '4668_s-a-1', '299_2_s-a-1', '332_2_s-a-0', '332_s-a-0', '2963_s-a-1', '2948_s-a-1', '1573_s-a-0'} 
Wire:4671, Value:1, Discovered faults:{'1573_5_s-a-0', '3962_s-a-0', '2962_s-a-0', '3962_5_s-a-0', '332_2_s-a-0', '332_s-a-0', '4671_s-a-0', '1573_s-a-0', '307_s-a-0'} 
Wire:4674, Value:1, Discovered faults:{'335_2_s-a-1', '2861_s-a-0', '3873_7_s-a-0', '335_s-a-1', '1462_s-a-1', '226_s-a-0', '1462_1_s-a-1', '3873_s-a-0', '3686_s-a-0', '4674_s-a-0', '2861_2_s-a-0', '226_6_s-a-0'} 
Wire:4677, Value:1, Discovered faults:{'335_2_s-a-1', '2861_s-a-0', '3685_s-a-0', '1462_s-a-1', '3867_5_s-a-0', '1462_1_s-a-1', '234_6_s-a-0', '234_s-a-0', '2861_1_s-a-0', '3867_s-a-0', '4677_s-a-0', '335_s-a-1'} 
Wire:4680, Value:0, Discovered faults:{'335_2_s-a-1', '1462_s-a-1', '2875_s-a-1', '4680_s-a-1', '3887_5_s-a-1', '1462_5_s-a-1', '3887_s-a-1', '210_s-a-1', '3688_s-a-1', '210_6_s-a-1', '335_s-a-1'} 
Wire:4683, Value:0, Discovered faults:{'3881_s-a-1', '218_s-a-1', '3881_5_s-a-1', '3687_s-a-1', '218_6_s-a-1', '4683_s-a-1', '2874_s-a-1'} 
Wire:4686, Value:1, Discovered faults:{'206_s-a-0', '335_2_s-a-1', '2861_s-a-0', '1462_s-a-1', '1462_1_s-a-1', '3689_s-a-0', '206_2_s-a-0', '3893_s-a-0', '2861_5_s-a-0', '4686_s-a-0', '3893_5_s-a-0', '335_s-a-1'} 
Wire:4689, Value:1, Discovered faults:{'3849_s-a-0', '4689_s-a-0', '1455_1_s-a-1', '2855_s-a-0', '1455_s-a-1', '2855_3_s-a-0', '3682_s-a-0', '3849_5_s-a-0', '273_6_s-a-0', '335_1_s-a-1', '335_s-a-1', '273_s-a-0'} 
Wire:4692, Value:0, Discovered faults:{'3842_6_s-a-1', '4692_s-a-1', '281_s-a-1', '3681_s-a-1', '2868_s-a-1', '3842_s-a-1', '281_6_s-a-1'} 
Wire:4695, Value:1, Discovered faults:{'4695_s-a-0', '1455_1_s-a-1', '2855_s-a-0', '1455_s-a-1', '257_s-a-0', '3861_s-a-0', '2855_5_s-a-0', '3684_s-a-0', '257_6_s-a-0', '335_1_s-a-1', '335_s-a-1', '3861_5_s-a-0'} 
Wire:4698, Value:0, Discovered faults:{'2870_s-a-1', '3855_5_s-a-1', '3855_s-a-1', '265_s-a-1', '3683_s-a-1', '4698_s-a-1', '265_6_s-a-1'} 
Wire:4701, Value:1, Discovered faults:{'3608_s-a-1', '1938_s-a-0', '293_s-a-0', '4701_s-a-0', '3810_1_s-a-0', '1941_1_s-a-1', '3197_s-a-0', '4223_s-a-1', '293_4_s-a-0', '1938_2_s-a-0', '3810_s-a-0', '302_s-a-1', '1941_s-a-1', '302_3_s-a-1'} 
Wire:4702, Value:1, Discovered faults:{'4702_s-a-0', '3813_1_s-a-0', '1935_2_s-a-0', '3605_s-a-1', '3194_s-a-0', '316_5_s-a-0', '4224_s-a-1', '316_s-a-0', '1932_s-a-1', '1932_1_s-a-1', '308_5_s-a-1', '308_s-a-1', '1935_s-a-0', '3813_s-a-0'} 
Wire:4720, Value:1, Discovered faults:{'4021_s-a-1', '3748_s-a-0', '1292_4_s-a-0', '1615_1_s-a-1', '1292_s-a-0', '4021_1_s-a-1', '251_s-a-0', '2988_s-a-0', '302_2_s-a-1', '3488_s-a-0', '1615_s-a-1', '4720_s-a-0', '302_s-a-1', '251_2_s-a-0'} 
Wire:4721, Value:1, Discovered faults:{'4721_s-a-0'} 
Wire:4067_1, Value:0, Discovered faults:{'4067_1_s-a-1', '514_7_s-a-1', '4067_s-a-1', '514_s-a-1'} 
Wire:4067_2, Value:0, Discovered faults:{'4067_2_s-a-1', '514_7_s-a-1', '4067_s-a-1', '514_s-a-1'} 
Wire:4080_1, Value:0, Discovered faults:{'4080_1_s-a-1', '514_s-a-1', '4080_s-a-1', '514_8_s-a-1'} 
Wire:4080_2, Value:0, Discovered faults:{'4080_2_s-a-1', '514_s-a-1', '4080_s-a-1', '514_8_s-a-1'} 
Wire:4080_3, Value:0, Discovered faults:{'4080_3_s-a-1', '514_s-a-1', '4080_s-a-1', '514_8_s-a-1'} 
Wire:4088_1, Value:1, Discovered faults:{'3664_s-a-1', '3668_s-a-0', '4088_1_s-a-0', '1092_s-a-1', '2831_s-a-1', '597_s-a-0', '3834_s-a-0', '4088_s-a-0', '3401_s-a-1', '1092_1_s-a-1'} 
Wire:4088_2, Value:1, Discovered faults:{'3664_s-a-1', '3668_s-a-0', '1092_s-a-1', '2831_s-a-1', '4088_2_s-a-0', '597_s-a-0', '3834_s-a-0', '4088_s-a-0', '3401_s-a-1', '1092_1_s-a-1'} 
Wire:4091_1, Value:1, Discovered faults:{'4091_s-a-0', '3835_s-a-0', '1092_s-a-1', '2832_s-a-1', '597_s-a-0', '3669_s-a-0', '4091_1_s-a-0', '3402_s-a-1', '3665_s-a-1', '1092_2_s-a-1'} 
Wire:4091_2, Value:1, Discovered faults:{'4091_s-a-0', '3835_s-a-0', '1092_s-a-1', '4091_2_s-a-0', '2832_s-a-1', '597_s-a-0', '3669_s-a-0', '3402_s-a-1', '3665_s-a-1', '1092_2_s-a-1'} 
Wire:4094_1, Value:1, Discovered faults:{'2833_s-a-1', '1390_s-a-0', '3666_s-a-1', '1387_2_s-a-0', '2837_s-a-0', '226_1_s-a-0', '1067_s-a-0', '4094_s-a-0', '1387_s-a-0', '2828_s-a-1', '1067_4_s-a-0', '4094_1_s-a-0', '226_s-a-0', '3403_s-a-1', '226_2_s-a-0', '1390_1_s-a-0', '595_s-a-1', '3670_s-a-0', '3836_s-a-0'} 
Wire:4094_2, Value:1, Discovered faults:{'2833_s-a-1', '1390_s-a-0', '3666_s-a-1', '1387_2_s-a-0', '2837_s-a-0', '226_1_s-a-0', '1067_s-a-0', '4094_s-a-0', '1387_s-a-0', '2828_s-a-1', '1067_4_s-a-0', '226_s-a-0', '3403_s-a-1', '226_2_s-a-0', '1390_1_s-a-0', '595_s-a-1', '3670_s-a-0', '4094_2_s-a-0', '3836_s-a-0'} 
Wire:4097_1, Value:1, Discovered faults:{'3404_s-a-1', '1393_2_s-a-0', '4097_s-a-0', '234_s-a-0', '3667_s-a-1', '2834_s-a-1', '1396_s-a-0', '1067_s-a-0', '1067_5_s-a-0', '2830_s-a-1', '234_1_s-a-0', '2838_s-a-0', '3837_s-a-0', '595_s-a-1', '1393_s-a-0', '1396_1_s-a-0', '4097_1_s-a-0', '3671_s-a-0', '234_2_s-a-0'} 
Wire:4097_2, Value:1, Discovered faults:{'3404_s-a-1', '4097_2_s-a-0', '1393_2_s-a-0', '4097_s-a-0', '234_s-a-0', '3667_s-a-1', '2834_s-a-1', '1396_s-a-0', '1067_s-a-0', '1067_5_s-a-0', '2830_s-a-1', '234_1_s-a-0', '2838_s-a-0', '3837_s-a-0', '595_s-a-1', '1393_s-a-0', '1396_1_s-a-0', '3671_s-a-0', '234_2_s-a-0'} 
Wire:4100_1, Value:1, Discovered faults:{'2851_s-a-0', '257_s-a-0', '3409_s-a-1', '3838_s-a-0', '1415_s-a-0', '1067_6_s-a-0', '4100_s-a-0', '1067_s-a-0', '4100_1_s-a-0', '1418_1_s-a-0', '3672_s-a-1', '257_2_s-a-0', '595_s-a-1', '2847_s-a-1', '2840_s-a-1', '3676_s-a-0', '257_1_s-a-0', '1415_2_s-a-0', '1418_s-a-0'} 
Wire:4100_2, Value:1, Discovered faults:{'2851_s-a-0', '257_s-a-0', '3409_s-a-1', '3838_s-a-0', '1415_s-a-0', '1067_6_s-a-0', '4100_s-a-0', '1067_s-a-0', '4100_2_s-a-0', '1418_1_s-a-0', '3672_s-a-1', '257_2_s-a-0', '595_s-a-1', '2847_s-a-1', '2840_s-a-1', '3676_s-a-0', '257_1_s-a-0', '1415_2_s-a-0', '1418_s-a-0'} 
Wire:4103_1, Value:1, Discovered faults:{'265_1_s-a-1', '2841_s-a-0', '3414_s-a-0', '1424_s-a-1', '1080_s-a-0', '4103_s-a-0', '2848_s-a-1', '596_s-a-1', '265_s-a-1', '1424_2_s-a-1', '3839_s-a-0', '1421_1_s-a-1', '3410_s-a-1', '265_2_s-a-1', '1080_6_s-a-0', '1421_s-a-1', '4103_1_s-a-0', '3677_s-a-0', '3673_s-a-1'} 
Wire:4103_2, Value:1, Discovered faults:{'265_1_s-a-1', '2841_s-a-0', '3414_s-a-0', '1424_s-a-1', '1080_s-a-0', '4103_s-a-0', '2848_s-a-1', '596_s-a-1', '265_s-a-1', '1424_2_s-a-1', '3839_s-a-0', '4103_2_s-a-0', '1421_1_s-a-1', '3410_s-a-1', '265_2_s-a-1', '1080_6_s-a-0', '1421_s-a-1', '3677_s-a-0', '3673_s-a-1'} 
Wire:4106_1, Value:1, Discovered faults:{'598_s-a-0', '2849_s-a-1', '3411_s-a-1', '4106_s-a-0', '4106_1_s-a-0', '1104_s-a-1', '1104_8_s-a-1', '3840_s-a-0', '3674_s-a-1', '3678_s-a-0'} 
Wire:4106_2, Value:1, Discovered faults:{'598_s-a-0', '2849_s-a-1', '4106_2_s-a-0', '3411_s-a-1', '4106_s-a-0', '1104_s-a-1', '1104_8_s-a-1', '3840_s-a-0', '3674_s-a-1', '3678_s-a-0'} 
Wire:4109_1, Value:1, Discovered faults:{'3841_s-a-0', '1433_s-a-1', '281_2_s-a-1', '2845_s-a-0', '281_s-a-1', '281_1_s-a-1', '4109_s-a-0', '1080_s-a-0', '3416_s-a-0', '3412_s-a-1', '596_s-a-1', '3679_s-a-0', '3675_s-a-1', '1433_1_s-a-1', '2850_s-a-1', '4109_1_s-a-0', '1080_8_s-a-0', '1436_s-a-1', '1436_2_s-a-1'} 
Wire:4109_2, Value:1, Discovered faults:{'3841_s-a-0', '1433_s-a-1', '281_2_s-a-1', '2845_s-a-0', '281_s-a-1', '281_1_s-a-1', '4109_s-a-0', '1080_s-a-0', '3416_s-a-0', '3412_s-a-1', '596_s-a-1', '3679_s-a-0', '3675_s-a-1', '4109_2_s-a-0', '1433_1_s-a-1', '2850_s-a-1', '1080_8_s-a-0', '1436_s-a-1', '1436_2_s-a-1'} 
Wire:4144_1, Value:1, Discovered faults:{'254_s-a-0', '254_2_s-a-0', '3445_s-a-1', '308_2_s-a-1', '1498_1_s-a-1', '3448_s-a-0', '2908_s-a-1', '1685_s-a-0', '479_s-a-1', '3701_s-a-1', '2903_s-a-0', '308_1_s-a-1', '3908_s-a-0', '1498_s-a-1', '479_5_s-a-1', '4144_1_s-a-0', '4144_s-a-0', '308_s-a-1', '3703_s-a-0', '1685_2_s-a-0', '1501_2_s-a-1', '1501_s-a-1'} 
Wire:4144_2, Value:1, Discovered faults:{'254_s-a-0', '254_2_s-a-0', '3445_s-a-1', '308_2_s-a-1', '1498_1_s-a-1', '3448_s-a-0', '2908_s-a-1', '1685_s-a-0', '479_s-a-1', '3701_s-a-1', '2903_s-a-0', '308_1_s-a-1', '3908_s-a-0', '1498_s-a-1', '479_5_s-a-1', '4144_s-a-0', '4144_2_s-a-0', '308_s-a-1', '3703_s-a-0', '1685_2_s-a-0', '1501_2_s-a-1', '1501_s-a-1'} 
Wire:4147_1, Value:1, Discovered faults:{'3704_s-a-0', '242_s-a-0', '1504_2_s-a-0', '316_1_s-a-0', '3702_s-a-1', '1504_s-a-0', '1663_s-a-0', '1663_3_s-a-0', '316_s-a-0', '2912_s-a-0', '4147_1_s-a-0', '242_1_s-a-0', '2909_s-a-1', '3446_s-a-1', '3909_s-a-0', '4147_s-a-0'} 
Wire:4147_2, Value:1, Discovered faults:{'3704_s-a-0', '242_s-a-0', '1504_2_s-a-0', '316_1_s-a-0', '3702_s-a-1', '1504_s-a-0', '1663_s-a-0', '1663_3_s-a-0', '316_s-a-0', '2912_s-a-0', '242_1_s-a-0', '2909_s-a-1', '3446_s-a-1', '4147_2_s-a-0', '3909_s-a-0', '4147_s-a-0'} 
Wire:4150_1, Value:1, Discovered faults:{'1492_2_s-a-0', '3705_2_s-a-0', '293_s-a-0', '242_s-a-0', '1663_1_s-a-0', '2910_s-a-0', '1663_s-a-0', '293_2_s-a-0', '1492_s-a-0', '4150_1_s-a-0', '242_1_s-a-0', '4150_s-a-0', '3705_s-a-0'} 
Wire:4150_2, Value:1, Discovered faults:{'1492_2_s-a-0', '3705_2_s-a-0', '4150_2_s-a-0', '293_s-a-0', '242_s-a-0', '1663_1_s-a-0', '2910_s-a-0', '1663_s-a-0', '293_2_s-a-0', '1492_s-a-0', '242_1_s-a-0', '4150_s-a-0', '3705_s-a-0'} 
Wire:4153_1, Value:1, Discovered faults:{'1510_1_s-a-1', '324_2_s-a-1', '324_s-a-1', '4153_s-a-0', '3711_s-a-0', '1080_s-a-0', '2913_s-a-0', '596_s-a-1', '3450_s-a-1', '1080_9_s-a-0', '324_1_s-a-1', '3453_s-a-0', '4153_1_s-a-0', '1513_s-a-1', '1510_s-a-1', '2919_s-a-1', '3914_s-a-0', '1513_2_s-a-1', '3708_s-a-1'} 
Wire:4153_2, Value:1, Discovered faults:{'1510_1_s-a-1', '324_2_s-a-1', '324_s-a-1', '4153_s-a-0', '3711_s-a-0', '1080_s-a-0', '2913_s-a-0', '596_s-a-1', '3450_s-a-1', '1080_9_s-a-0', '324_1_s-a-1', '3453_s-a-0', '1513_s-a-1', '1510_s-a-1', '4153_2_s-a-0', '2919_s-a-1', '3914_s-a-0', '1513_2_s-a-1', '3708_s-a-1'} 
Wire:4156_1, Value:1, Discovered faults:{'3915_s-a-0', '1104_11_s-a-1', '598_s-a-0', '4156_s-a-0', '4156_1_s-a-0', '3709_s-a-1', '3712_s-a-0', '3451_s-a-1', '2921_s-a-1', '1104_s-a-1'} 
