Wire:1, Value:0, Discovered faults:{'1_s-a-1'} 
Wire:5, Value:1, Discovered faults:{'5_s-a-0'} 
Wire:9, Value:0, Discovered faults:{'9_s-a-1'} 
Wire:13, Value:1, Discovered faults:{'13_s-a-0'} 
Wire:17, Value:1, Discovered faults:{'17_s-a-0'} 
Wire:21, Value:1, Discovered faults:{'21_s-a-0'} 
Wire:25, Value:1, Discovered faults:{'25_s-a-0'} 
Wire:29, Value:1, Discovered faults:{'29_s-a-0'} 
Wire:33, Value:1, Discovered faults:{'33_s-a-0'} 
Wire:37, Value:1, Discovered faults:{'37_s-a-0'} 
Wire:41, Value:1, Discovered faults:{'41_s-a-0'} 
Wire:45, Value:0, Discovered faults:{'45_s-a-1'} 
Wire:49, Value:1, Discovered faults:{'49_s-a-0'} 
Wire:53, Value:0, Discovered faults:{'53_s-a-1'} 
Wire:57, Value:1, Discovered faults:{'57_s-a-0'} 
Wire:61, Value:1, Discovered faults:{'61_s-a-0'} 
Wire:65, Value:1, Discovered faults:{'65_s-a-0'} 
Wire:69, Value:1, Discovered faults:{'69_s-a-0'} 
Wire:73, Value:0, Discovered faults:{'73_s-a-1'} 
Wire:77, Value:1, Discovered faults:{'77_s-a-0'} 
Wire:81, Value:1, Discovered faults:{'81_s-a-0'} 
Wire:85, Value:0, Discovered faults:{'85_s-a-1'} 
Wire:89, Value:0, Discovered faults:{'89_s-a-1'} 
Wire:93, Value:1, Discovered faults:{'93_s-a-0'} 
Wire:97, Value:1, Discovered faults:{'97_s-a-0'} 
Wire:101, Value:1, Discovered faults:{'101_s-a-0'} 
Wire:105, Value:1, Discovered faults:{'105_s-a-0'} 
Wire:109, Value:1, Discovered faults:{'109_s-a-0'} 
Wire:113, Value:0, Discovered faults:{'113_s-a-1'} 
Wire:117, Value:1, Discovered faults:{'117_s-a-0'} 
Wire:121, Value:0, Discovered faults:{'121_s-a-1'} 
Wire:125, Value:1, Discovered faults:{'125_s-a-0'} 
Wire:129, Value:1, Discovered faults:{'129_s-a-0'} 
Wire:130, Value:1, Discovered faults:{'130_s-a-0'} 
Wire:131, Value:1, Discovered faults:{'131_s-a-0'} 
Wire:132, Value:1, Discovered faults:{'132_s-a-0'} 
Wire:133, Value:0, Discovered faults:{'133_s-a-1'} 
Wire:134, Value:1, Discovered faults:{'134_s-a-0'} 
Wire:135, Value:1, Discovered faults:{'135_s-a-0'} 
Wire:136, Value:1, Discovered faults:{'136_s-a-0'} 
Wire:137, Value:0, Discovered faults:{'137_s-a-1'} 
Wire:311_2, Value:0, Discovered faults:{'113_s-a-1', '311_s-a-1', '125_1_s-a-0', '117_1_s-a-0', '117_s-a-0', '311_2_s-a-1', '125_s-a-0', '121_1_s-a-1', '265_s-a-0', '121_s-a-1', '264_s-a-0', '113_1_s-a-1'} 
Wire:338, Value:0, Discovered faults:{'293_1_s-a-1', '252_s-a-1', '25_1_s-a-0', '13_1_s-a-0', '293_s-a-1', '17_s-a-0', '25_s-a-0', '29_s-a-0', '9_1_s-a-1', '1_1_s-a-1', '253_s-a-1', '21_s-a-0', '21_1_s-a-0', '1_s-a-1', '9_s-a-1', '290_1_s-a-1', '13_s-a-0', '5_s-a-0', '29_1_s-a-0', '5_1_s-a-0', '290_s-a-1', '17_1_s-a-0', '250_s-a-0', '338_s-a-1', '251_s-a-0'} 
Wire:339, Value:0, Discovered faults:{'256_s-a-0', '45_s-a-1', '296_1_s-a-0', '41_s-a-0', '299_1_s-a-0', '57_1_s-a-0', '339_s-a-1', '296_s-a-0', '57_s-a-0', '53_s-a-1', '53_1_s-a-1', '49_1_s-a-0', '41_1_s-a-0', '45_1_s-a-1', '37_s-a-0', '257_s-a-1', '61_s-a-0', '255_s-a-0', '49_s-a-0', '37_1_s-a-0', '33_s-a-0', '33_1_s-a-0', '299_s-a-0', '254_s-a-1', '61_1_s-a-0'} 
Wire:340, Value:1, Discovered faults:{'45_s-a-1', '13_1_s-a-0', '290_2_s-a-1', '340_s-a-0', '41_s-a-0', '1_1_s-a-1', '9_1_s-a-1', '296_s-a-0', '41_1_s-a-0', '45_1_s-a-1', '1_s-a-1', '37_s-a-0', '9_s-a-1', '255_s-a-0', '290_s-a-1', '13_s-a-0', '37_1_s-a-0', '296_2_s-a-0', '5_s-a-0', '33_s-a-0', '33_1_s-a-0', '5_1_s-a-0', '254_s-a-1', '250_s-a-0', '251_s-a-0'} 
Wire:341, Value:1, Discovered faults:{'256_s-a-0', '252_s-a-1', '25_1_s-a-0', '293_s-a-1', '17_s-a-0', '25_s-a-0', '29_s-a-0', '57_1_s-a-0', '57_s-a-0', '53_s-a-1', '253_s-a-1', '21_s-a-0', '53_1_s-a-1', '341_s-a-0', '49_1_s-a-0', '21_1_s-a-0', '257_s-a-1', '61_s-a-0', '49_s-a-0', '293_2_s-a-1', '29_1_s-a-0', '299_s-a-0', '299_2_s-a-0', '17_1_s-a-0', '61_1_s-a-0'} 
Wire:342, Value:1, Discovered faults:{'81_s-a-0', '73_1_s-a-1', '73_s-a-1', '261_s-a-0', '69_s-a-0', '77_s-a-0', '93_s-a-0', '93_1_s-a-0', '85_1_s-a-1', '305_s-a-1', '85_s-a-1', '259_s-a-0', '258_s-a-1', '81_1_s-a-0', '260_s-a-0', '305_1_s-a-1', '342_s-a-0', '65_1_s-a-0', '89_s-a-1', '302_s-a-0', '302_1_s-a-0', '65_s-a-0', '89_1_s-a-1', '69_1_s-a-0', '77_1_s-a-0'} 
Wire:343, Value:0, Discovered faults:{'311_s-a-1', '97_s-a-0', '97_1_s-a-0', '117_1_s-a-0', '117_s-a-0', '125_s-a-0', '109_s-a-0', '121_s-a-1', '105_s-a-0', '263_s-a-1', '105_1_s-a-0', '113_s-a-1', '101_s-a-0', '308_s-a-1', '343_s-a-1', '125_1_s-a-0', '308_1_s-a-1', '311_1_s-a-1', '262_s-a-1', '109_1_s-a-0', '121_1_s-a-1', '265_s-a-0', '264_s-a-0', '113_1_s-a-1', '101_1_s-a-0'} 
Wire:344, Value:1, Discovered faults:{'308_2_s-a-1', '73_1_s-a-1', '73_s-a-1', '69_s-a-0', '77_s-a-0', '344_s-a-0', '97_s-a-0', '302_2_s-a-0', '97_1_s-a-0', '259_s-a-0', '258_s-a-1', '105_s-a-0', '263_s-a-1', '105_1_s-a-0', '101_s-a-0', '308_s-a-1', '65_1_s-a-0', '302_s-a-0', '262_s-a-1', '109_1_s-a-0', '65_s-a-0', '109_s-a-0', '69_1_s-a-0', '77_1_s-a-0', '101_1_s-a-0'} 
Wire:345, Value:0, Discovered faults:{'81_s-a-0', '305_2_s-a-1', '261_s-a-0', '311_s-a-1', '93_s-a-0', '93_1_s-a-0', '85_1_s-a-1', '305_s-a-1', '117_1_s-a-0', '117_s-a-0', '85_s-a-1', '125_s-a-0', '345_s-a-1', '121_s-a-1', '81_1_s-a-0', '260_s-a-0', '113_s-a-1', '125_1_s-a-0', '89_s-a-1', '311_2_s-a-1', '121_1_s-a-1', '265_s-a-0', '264_s-a-0', '89_1_s-a-1', '113_1_s-a-1'} 
Wire:346, Value:1, Discovered faults:{'81_s-a-0', '73_1_s-a-1', '73_s-a-1', '261_s-a-0', '69_s-a-0', '77_s-a-0', '137_1_s-a-1', '93_s-a-0', '93_1_s-a-0', '85_1_s-a-1', '305_s-a-1', '85_s-a-1', '259_s-a-0', '258_s-a-1', '346_s-a-0', '81_1_s-a-0', '260_s-a-0', '305_1_s-a-1', '342_s-a-0', '266_s-a-1', '65_1_s-a-0', '89_s-a-1', '302_s-a-0', '302_1_s-a-0', '65_s-a-0', '89_1_s-a-1', '69_1_s-a-0', '137_s-a-1', '77_1_s-a-0'} 
Wire:347, Value:0, Discovered faults:{'311_s-a-1', '97_s-a-0', '347_s-a-1', '97_1_s-a-0', '117_1_s-a-0', '117_s-a-0', '125_s-a-0', '109_s-a-0', '121_s-a-1', '267_s-a-1', '105_s-a-0', '263_s-a-1', '105_1_s-a-0', '113_s-a-1', '101_s-a-0', '308_s-a-1', '343_s-a-1', '125_1_s-a-0', '308_1_s-a-1', '137_2_s-a-1', '311_1_s-a-1', '262_s-a-1', '109_1_s-a-0', '121_1_s-a-1', '265_s-a-0', '264_s-a-0', '137_s-a-1', '113_1_s-a-1', '101_1_s-a-0'} 
Wire:348, Value:1, Discovered faults:{'308_2_s-a-1', '73_1_s-a-1', '73_s-a-1', '69_s-a-0', '77_s-a-0', '344_s-a-0', '97_s-a-0', '302_2_s-a-0', '97_1_s-a-0', '137_3_s-a-1', '259_s-a-0', '258_s-a-1', '105_s-a-0', '263_s-a-1', '105_1_s-a-0', '101_s-a-0', '308_s-a-1', '268_s-a-1', '65_1_s-a-0', '302_s-a-0', '262_s-a-1', '109_1_s-a-0', '65_s-a-0', '348_s-a-0', '109_s-a-0', '69_1_s-a-0', '137_s-a-1', '77_1_s-a-0', '101_1_s-a-0'} 
Wire:349, Value:0, Discovered faults:{'81_s-a-0', '305_2_s-a-1', '261_s-a-0', '311_s-a-1', '93_s-a-0', '93_1_s-a-0', '85_1_s-a-1', '305_s-a-1', '117_1_s-a-0', '117_s-a-0', '85_s-a-1', '125_s-a-0', '345_s-a-1', '349_s-a-1', '121_s-a-1', '137_4_s-a-1', '81_1_s-a-0', '260_s-a-0', '113_s-a-1', '125_1_s-a-0', '89_s-a-1', '269_s-a-1', '311_2_s-a-1', '121_1_s-a-1', '265_s-a-0', '264_s-a-0', '89_1_s-a-1', '137_s-a-1', '113_1_s-a-1'} 
Wire:350, Value:0, Discovered faults:{'293_1_s-a-1', '252_s-a-1', '25_1_s-a-0', '13_1_s-a-0', '293_s-a-1', '17_s-a-0', '25_s-a-0', '29_s-a-0', '9_1_s-a-1', '1_1_s-a-1', '270_s-a-1', '253_s-a-1', '21_s-a-0', '21_1_s-a-0', '1_s-a-1', '350_s-a-1', '9_s-a-1', '290_1_s-a-1', '13_s-a-0', '5_s-a-0', '29_1_s-a-0', '5_1_s-a-0', '290_s-a-1', '17_1_s-a-0', '250_s-a-0', '338_s-a-1', '251_s-a-0'} 
Wire:351, Value:0, Discovered faults:{'256_s-a-0', '45_s-a-1', '296_1_s-a-0', '137_6_s-a-1', '41_s-a-0', '299_1_s-a-0', '57_1_s-a-0', '339_s-a-1', '296_s-a-0', '57_s-a-0', '53_s-a-1', '53_1_s-a-1', '271_s-a-1', '49_1_s-a-0', '41_1_s-a-0', '45_1_s-a-1', '351_s-a-1', '37_s-a-0', '257_s-a-1', '61_s-a-0', '255_s-a-0', '49_s-a-0', '37_1_s-a-0', '33_s-a-0', '33_1_s-a-0', '299_s-a-0', '254_s-a-1', '137_s-a-1', '61_1_s-a-0'} 
Wire:352, Value:1, Discovered faults:{'45_s-a-1', '13_1_s-a-0', '290_2_s-a-1', '340_s-a-0', '41_s-a-0', '1_1_s-a-1', '9_1_s-a-1', '137_7_s-a-1', '296_s-a-0', '41_1_s-a-0', '45_1_s-a-1', '1_s-a-1', '37_s-a-0', '272_s-a-1', '9_s-a-1', '255_s-a-0', '290_s-a-1', '13_s-a-0', '37_1_s-a-0', '296_2_s-a-0', '5_s-a-0', '33_s-a-0', '33_1_s-a-0', '5_1_s-a-0', '254_s-a-1', '352_s-a-0', '250_s-a-0', '137_s-a-1', '251_s-a-0'} 
Wire:353, Value:1, Discovered faults:{'256_s-a-0', '252_s-a-1', '25_1_s-a-0', '293_s-a-1', '17_s-a-0', '25_s-a-0', '29_s-a-0', '137_8_s-a-1', '57_1_s-a-0', '353_s-a-0', '57_s-a-0', '53_s-a-1', '253_s-a-1', '21_s-a-0', '53_1_s-a-1', '341_s-a-0', '49_1_s-a-0', '21_1_s-a-0', '257_s-a-1', '61_s-a-0', '49_s-a-0', '273_s-a-1', '293_2_s-a-1', '29_1_s-a-0', '299_s-a-0', '299_2_s-a-0', '17_1_s-a-0', '137_s-a-1', '61_1_s-a-0'} 
Wire:354, Value:0, Discovered faults:{'81_s-a-0', '73_1_s-a-1', '69_s-a-0', '137_1_s-a-1', '77_s-a-0', '93_1_s-a-0', '85_1_s-a-1', '85_s-a-1', '274_s-a-0', '1_2_s-a-1', '259_s-a-0', '346_s-a-0', '81_1_s-a-0', '1_s-a-1', '305_1_s-a-1', '354_s-a-1', '49_2_s-a-0', '17_2_s-a-0', '65_1_s-a-0', '89_s-a-1', '49_s-a-0', '33_2_s-a-0', '65_s-a-0', '89_1_s-a-1', '77_1_s-a-0', '314_s-a-0', '73_s-a-1', '261_s-a-0', '93_s-a-0', '305_s-a-1', '17_s-a-0', '258_s-a-1', '260_s-a-0', '342_s-a-0', '266_s-a-1', '275_s-a-1', '302_s-a-0', '302_1_s-a-0', '33_s-a-0', '69_1_s-a-0', '137_s-a-1'} 
Wire:367, Value:1, Discovered faults:{'311_s-a-1', '97_s-a-0', '97_1_s-a-0', '53_s-a-1', '367_s-a-0', '21_s-a-0', '267_s-a-1', '105_s-a-0', '105_1_s-a-0', '343_s-a-1', '101_s-a-0', '308_1_s-a-1', '137_2_s-a-1', '113_1_s-a-1', '5_s-a-0', '311_1_s-a-1', '262_s-a-1', '37_2_s-a-0', '121_1_s-a-1', '265_s-a-0', '101_1_s-a-0', '21_2_s-a-0', '347_s-a-1', '117_1_s-a-0', '117_s-a-0', '5_2_s-a-0', '125_s-a-0', '277_s-a-0', '121_s-a-1', '263_s-a-1', '276_s-a-1', '113_s-a-1', '308_s-a-1', '37_s-a-0', '315_s-a-0', '125_1_s-a-0', '109_1_s-a-0', '109_s-a-0', '137_s-a-1', '264_s-a-0', '53_2_s-a-1'} 
Wire:380, Value:0, Discovered faults:{'308_2_s-a-1', '73_1_s-a-1', '69_s-a-0', '279_s-a-1', '77_s-a-0', '97_s-a-0', '41_2_s-a-0', '97_1_s-a-0', '41_s-a-0', '137_3_s-a-1', '380_s-a-1', '259_s-a-0', '109_s-a-0', '57_s-a-0', '25_2_s-a-0', '105_s-a-0', '105_1_s-a-0', '101_s-a-0', '9_s-a-1', '65_1_s-a-0', '278_s-a-0', '262_s-a-1', '348_s-a-0', '65_s-a-0', '77_1_s-a-0', '101_1_s-a-0', '73_s-a-1', '344_s-a-0', '25_s-a-0', '316_s-a-0', '258_s-a-1', '57_2_s-a-0', '263_s-a-1', '308_s-a-1', '268_s-a-1', '302_s-a-0', '109_1_s-a-0', '9_2_s-a-1', '302_2_s-a-0', '69_1_s-a-0', '137_s-a-1'} 
Wire:393, Value:1, Discovered faults:{'81_s-a-0', '311_s-a-1', '281_s-a-0', '45_s-a-1', '93_1_s-a-0', '85_1_s-a-1', '280_s-a-1', '85_s-a-1', '81_1_s-a-0', '61_s-a-0', '113_1_s-a-1', '89_s-a-1', '311_2_s-a-1', '317_s-a-0', '121_1_s-a-1', '13_2_s-a-0', '265_s-a-0', '89_1_s-a-1', '305_2_s-a-1', '261_s-a-0', '93_s-a-0', '305_s-a-1', '117_1_s-a-0', '117_s-a-0', '29_s-a-0', '125_s-a-0', '345_s-a-1', '349_s-a-1', '121_s-a-1', '137_4_s-a-1', '260_s-a-0', '113_s-a-1', '61_2_s-a-0', '125_1_s-a-0', '45_2_s-a-1', '13_s-a-0', '269_s-a-1', '393_s-a-0', '29_2_s-a-0', '137_s-a-1', '264_s-a-0'} 
Wire:406, Value:1, Discovered faults:{'81_s-a-0', '81_2_s-a-0', '293_1_s-a-1', '25_1_s-a-0', '293_s-a-1', '97_s-a-0', '9_1_s-a-1', '270_s-a-1', '253_s-a-1', '21_s-a-0', '97_2_s-a-0', '406_s-a-0', '21_1_s-a-0', '1_s-a-1', '350_s-a-1', '9_s-a-1', '290_1_s-a-1', '5_s-a-0', '65_2_s-a-0', '65_s-a-0', '29_1_s-a-0', '5_1_s-a-0', '250_s-a-0', '282_s-a-1', '251_s-a-0', '318_s-a-0', '252_s-a-1', '13_1_s-a-0', '17_s-a-0', '25_s-a-0', '29_s-a-0', '1_1_s-a-1', '283_s-a-0', '113_s-a-1', '113_2_s-a-1', '13_s-a-0', '290_s-a-1', '17_1_s-a-0', '338_s-a-1'} 
Wire:419, Value:1, Discovered faults:{'69_s-a-0', '45_s-a-1', '137_6_s-a-1', '41_s-a-0', '299_1_s-a-0', '85_s-a-1', '69_2_s-a-0', '339_s-a-1', '296_s-a-0', '57_s-a-0', '53_s-a-1', '53_1_s-a-1', '285_s-a-1', '41_1_s-a-0', '101_s-a-0', '257_s-a-1', '61_s-a-0', '255_s-a-0', '49_s-a-0', '299_s-a-0', '254_s-a-1', '256_s-a-0', '85_2_s-a-1', '296_1_s-a-0', '101_2_s-a-0', '117_s-a-0', '57_1_s-a-0', '271_s-a-1', '49_1_s-a-0', '419_s-a-0', '117_2_s-a-0', '45_1_s-a-1', '351_s-a-1', '37_s-a-0', '284_s-a-0', '37_1_s-a-0', '319_s-a-0', '33_s-a-0', '33_1_s-a-0', '137_s-a-1', '61_1_s-a-0'} 
Wire:432, Value:0, Discovered faults:{'45_s-a-1', '340_s-a-0', '290_2_s-a-1', '432_s-a-1', '41_s-a-0', '9_1_s-a-1', '137_7_s-a-1', '296_s-a-0', '41_1_s-a-0', '105_s-a-0', '1_s-a-1', '272_s-a-1', '9_s-a-1', '255_s-a-0', '105_2_s-a-0', '5_s-a-0', '296_2_s-a-0', '287_s-a-0', '89_s-a-1', '5_1_s-a-0', '254_s-a-1', '250_s-a-0', '251_s-a-0', '73_2_s-a-1', '73_s-a-1', '320_s-a-0', '13_1_s-a-0', '1_1_s-a-1', '121_s-a-1', '45_1_s-a-1', '37_s-a-0', '13_s-a-0', '37_1_s-a-0', '286_s-a-1', '33_s-a-0', '33_1_s-a-0', '290_s-a-1', '352_s-a-0', '121_2_s-a-1', '137_s-a-1', '89_2_s-a-1'} 
Wire:445, Value:1, Discovered faults:{'321_s-a-1', '77_s-a-0', '25_1_s-a-0', '293_s-a-1', '93_2_s-a-0', '353_s-a-0', '57_s-a-0', '53_s-a-1', '253_s-a-1', '21_s-a-0', '53_1_s-a-1', '341_s-a-0', '21_1_s-a-0', '288_s-a-1', '257_s-a-1', '289_s-a-1', '61_s-a-0', '49_s-a-0', '293_2_s-a-1', '29_1_s-a-0', '299_s-a-0', '77_2_s-a-0', '256_s-a-0', '252_s-a-1', '93_s-a-0', '17_s-a-0', '25_s-a-0', '29_s-a-0', '137_8_s-a-1', '57_1_s-a-0', '125_s-a-0', '445_s-a-0', '49_1_s-a-0', '125_2_s-a-0', '273_s-a-1', '299_2_s-a-0', '17_1_s-a-0', '109_s-a-0', '137_s-a-1', '61_1_s-a-0', '109_2_s-a-0'} 
Wire:354_1, Value:0, Discovered faults:{'81_s-a-0', '73_1_s-a-1', '69_s-a-0', '137_1_s-a-1', '77_s-a-0', '93_1_s-a-0', '85_1_s-a-1', '85_s-a-1', '274_s-a-0', '1_2_s-a-1', '259_s-a-0', '346_s-a-0', '81_1_s-a-0', '1_s-a-1', '305_1_s-a-1', '354_s-a-1', '354_1_s-a-1', '49_2_s-a-0', '17_2_s-a-0', '65_1_s-a-0', '89_s-a-1', '49_s-a-0', '33_2_s-a-0', '65_s-a-0', '89_1_s-a-1', '77_1_s-a-0', '314_s-a-0', '73_s-a-1', '261_s-a-0', '93_s-a-0', '305_s-a-1', '17_s-a-0', '258_s-a-1', '260_s-a-0', '342_s-a-0', '266_s-a-1', '275_s-a-1', '302_s-a-0', '302_1_s-a-0', '33_s-a-0', '69_1_s-a-0', '137_s-a-1'} 
Wire:354_2, Value:0, Discovered faults:{'81_s-a-0', '73_1_s-a-1', '69_s-a-0', '137_1_s-a-1', '77_s-a-0', '93_1_s-a-0', '85_1_s-a-1', '85_s-a-1', '274_s-a-0', '1_2_s-a-1', '259_s-a-0', '346_s-a-0', '81_1_s-a-0', '1_s-a-1', '305_1_s-a-1', '354_s-a-1', '49_2_s-a-0', '17_2_s-a-0', '65_1_s-a-0', '89_s-a-1', '49_s-a-0', '33_2_s-a-0', '354_2_s-a-1', '65_s-a-0', '89_1_s-a-1', '77_1_s-a-0', '314_s-a-0', '73_s-a-1', '261_s-a-0', '93_s-a-0', '305_s-a-1', '17_s-a-0', '258_s-a-1', '260_s-a-0', '342_s-a-0', '266_s-a-1', '275_s-a-1', '302_s-a-0', '302_1_s-a-0', '33_s-a-0', '69_1_s-a-0', '137_s-a-1'} 
Wire:354_3, Value:0, Discovered faults:{'81_s-a-0', '73_1_s-a-1', '69_s-a-0', '137_1_s-a-1', '77_s-a-0', '93_1_s-a-0', '85_1_s-a-1', '85_s-a-1', '274_s-a-0', '1_2_s-a-1', '259_s-a-0', '346_s-a-0', '81_1_s-a-0', '1_s-a-1', '305_1_s-a-1', '354_s-a-1', '354_3_s-a-1', '49_2_s-a-0', '17_2_s-a-0', '65_1_s-a-0', '89_s-a-1', '49_s-a-0', '33_2_s-a-0', '65_s-a-0', '89_1_s-a-1', '77_1_s-a-0', '314_s-a-0', '73_s-a-1', '261_s-a-0', '93_s-a-0', '305_s-a-1', '17_s-a-0', '258_s-a-1', '260_s-a-0', '342_s-a-0', '266_s-a-1', '275_s-a-1', '302_s-a-0', '302_1_s-a-0', '33_s-a-0', '69_1_s-a-0', '137_s-a-1'} 
Wire:354_4, Value:0, Discovered faults:{'81_s-a-0', '73_1_s-a-1', '69_s-a-0', '137_1_s-a-1', '77_s-a-0', '93_1_s-a-0', '85_1_s-a-1', '85_s-a-1', '274_s-a-0', '1_2_s-a-1', '259_s-a-0', '346_s-a-0', '81_1_s-a-0', '1_s-a-1', '305_1_s-a-1', '354_s-a-1', '49_2_s-a-0', '17_2_s-a-0', '65_1_s-a-0', '89_s-a-1', '49_s-a-0', '354_4_s-a-1', '33_2_s-a-0', '65_s-a-0', '89_1_s-a-1', '77_1_s-a-0', '314_s-a-0', '73_s-a-1', '261_s-a-0', '93_s-a-0', '305_s-a-1', '17_s-a-0', '258_s-a-1', '260_s-a-0', '342_s-a-0', '266_s-a-1', '275_s-a-1', '302_s-a-0', '302_1_s-a-0', '33_s-a-0', '69_1_s-a-0', '137_s-a-1'} 
Wire:354_5, Value:0, Discovered faults:{'81_s-a-0', '73_1_s-a-1', '69_s-a-0', '137_1_s-a-1', '77_s-a-0', '354_5_s-a-1', '93_1_s-a-0', '85_1_s-a-1', '85_s-a-1', '274_s-a-0', '1_2_s-a-1', '259_s-a-0', '346_s-a-0', '81_1_s-a-0', '1_s-a-1', '305_1_s-a-1', '354_s-a-1', '49_2_s-a-0', '17_2_s-a-0', '65_1_s-a-0', '89_s-a-1', '49_s-a-0', '33_2_s-a-0', '65_s-a-0', '89_1_s-a-1', '77_1_s-a-0', '314_s-a-0', '73_s-a-1', '261_s-a-0', '93_s-a-0', '305_s-a-1', '17_s-a-0', '258_s-a-1', '260_s-a-0', '342_s-a-0', '266_s-a-1', '275_s-a-1', '302_s-a-0', '302_1_s-a-0', '33_s-a-0', '69_1_s-a-0', '137_s-a-1'} 
Wire:354_6, Value:0, Discovered faults:{'81_s-a-0', '73_1_s-a-1', '69_s-a-0', '137_1_s-a-1', '77_s-a-0', '93_1_s-a-0', '85_1_s-a-1', '85_s-a-1', '274_s-a-0', '1_2_s-a-1', '259_s-a-0', '346_s-a-0', '81_1_s-a-0', '1_s-a-1', '305_1_s-a-1', '354_s-a-1', '49_2_s-a-0', '17_2_s-a-0', '65_1_s-a-0', '89_s-a-1', '49_s-a-0', '33_2_s-a-0', '65_s-a-0', '354_6_s-a-1', '89_1_s-a-1', '77_1_s-a-0', '314_s-a-0', '73_s-a-1', '261_s-a-0', '93_s-a-0', '305_s-a-1', '17_s-a-0', '258_s-a-1', '260_s-a-0', '342_s-a-0', '266_s-a-1', '275_s-a-1', '302_s-a-0', '302_1_s-a-0', '33_s-a-0', '69_1_s-a-0', '137_s-a-1'} 
Wire:354_7, Value:0, Discovered faults:{'81_s-a-0', '73_1_s-a-1', '69_s-a-0', '137_1_s-a-1', '77_s-a-0', '93_1_s-a-0', '85_1_s-a-1', '85_s-a-1', '274_s-a-0', '1_2_s-a-1', '259_s-a-0', '346_s-a-0', '81_1_s-a-0', '1_s-a-1', '305_1_s-a-1', '354_s-a-1', '49_2_s-a-0', '17_2_s-a-0', '65_1_s-a-0', '89_s-a-1', '49_s-a-0', '33_2_s-a-0', '65_s-a-0', '89_1_s-a-1', '77_1_s-a-0', '314_s-a-0', '354_7_s-a-1', '73_s-a-1', '261_s-a-0', '93_s-a-0', '305_s-a-1', '17_s-a-0', '258_s-a-1', '260_s-a-0', '342_s-a-0', '266_s-a-1', '275_s-a-1', '302_s-a-0', '302_1_s-a-0', '33_s-a-0', '69_1_s-a-0', '137_s-a-1'} 
Wire:354_8, Value:0, Discovered faults:{'81_s-a-0', '73_1_s-a-1', '69_s-a-0', '137_1_s-a-1', '77_s-a-0', '93_1_s-a-0', '85_1_s-a-1', '85_s-a-1', '274_s-a-0', '1_2_s-a-1', '259_s-a-0', '346_s-a-0', '81_1_s-a-0', '1_s-a-1', '305_1_s-a-1', '354_s-a-1', '49_2_s-a-0', '17_2_s-a-0', '65_1_s-a-0', '89_s-a-1', '49_s-a-0', '33_2_s-a-0', '65_s-a-0', '89_1_s-a-1', '354_8_s-a-1', '77_1_s-a-0', '314_s-a-0', '73_s-a-1', '261_s-a-0', '93_s-a-0', '305_s-a-1', '17_s-a-0', '258_s-a-1', '260_s-a-0', '342_s-a-0', '266_s-a-1', '275_s-a-1', '302_s-a-0', '302_1_s-a-0', '33_s-a-0', '69_1_s-a-0', '137_s-a-1'} 
Wire:354_9, Value:0, Discovered faults:{'81_s-a-0', '73_1_s-a-1', '69_s-a-0', '137_1_s-a-1', '77_s-a-0', '93_1_s-a-0', '85_1_s-a-1', '85_s-a-1', '274_s-a-0', '1_2_s-a-1', '259_s-a-0', '346_s-a-0', '81_1_s-a-0', '1_s-a-1', '305_1_s-a-1', '354_s-a-1', '49_2_s-a-0', '17_2_s-a-0', '65_1_s-a-0', '89_s-a-1', '49_s-a-0', '33_2_s-a-0', '65_s-a-0', '89_1_s-a-1', '77_1_s-a-0', '314_s-a-0', '73_s-a-1', '261_s-a-0', '93_s-a-0', '305_s-a-1', '17_s-a-0', '258_s-a-1', '260_s-a-0', '342_s-a-0', '266_s-a-1', '275_s-a-1', '302_s-a-0', '302_1_s-a-0', '33_s-a-0', '354_9_s-a-1', '69_1_s-a-0', '137_s-a-1'} 
Wire:354_10, Value:0, Discovered faults:{'81_s-a-0', '73_1_s-a-1', '69_s-a-0', '137_1_s-a-1', '77_s-a-0', '93_1_s-a-0', '85_1_s-a-1', '85_s-a-1', '274_s-a-0', '1_2_s-a-1', '259_s-a-0', '346_s-a-0', '81_1_s-a-0', '1_s-a-1', '305_1_s-a-1', '354_s-a-1', '49_2_s-a-0', '17_2_s-a-0', '65_1_s-a-0', '89_s-a-1', '49_s-a-0', '33_2_s-a-0', '65_s-a-0', '354_10_s-a-1', '89_1_s-a-1', '77_1_s-a-0', '314_s-a-0', '73_s-a-1', '261_s-a-0', '93_s-a-0', '305_s-a-1', '17_s-a-0', '258_s-a-1', '260_s-a-0', '342_s-a-0', '266_s-a-1', '275_s-a-1', '302_s-a-0', '302_1_s-a-0', '33_s-a-0', '69_1_s-a-0', '137_s-a-1'} 
